id,turn,clarifying_question
medqa_1097,1,How long has the patient been experiencing these symptoms?
medqa_1097,2,Has the patient traveled internationally or consumed any undercooked or unusual foods recently?
medqa_1097,3,"Does the patient have any known pre-existing medical conditions, particularly inflammatory bowel disease or a history of kidney problems?"
medqa_0732,1,"Can you describe the nature of the pain – is it constant, intermittent, sharp, dull, radiating, or associated with any neurological symptoms like numbness, tingling, or weakness in your arms or legs?"
medqa_0732,2,"Has the patient experienced any recent trauma, fever, weight loss, or night sweats?"
medqa_0732,3,"Are there any signs of skin changes or lesions along the spine, such as redness, warmth, or ulcerations?"
medqa_0028,1,How long has the vomiting and bloody diarrhea been occurring?
medqa_0028,2,"Is the patient febrile, and if so, what is the temperature?"
medqa_0028,3,"Could you describe the appearance of the bloody diarrhea? Is it grossly bloody, or melena (dark, tarry stools)?"
medqa_0644,1,"Could you describe what 'point D' on the graph represents – specifically, what variable is being measured and what is its value at that point?"
medqa_0644,2,"What gastrointestinal regulatory substance is being studied, and what is its known physiological effect (e.g., increases insulin secretion, inhibits gastric acid secretion)?"
medqa_0644,3,Is the gastrointestinal regulatory substance being studied known to primarily influence gastric emptying or intestinal motility?
medqa_0400,1,How long has the knee swelling and pain been present?
medqa_0400,2,"Does the patient have any history of trauma to the right knee, or any other joint pain/swelling in other locations?"
medqa_0400,3,"Does the patient have a family history of gout, pseudogout, or other crystal-related arthropathies?"
medqa_0426,1,"Where did the patient recently travel, and what activities did they engage in during their trip?"
medqa_0426,2,"Has the patient experienced any skin lesions, ulcers, or swollen lymph nodes, particularly in the areas where he might have been bitten or scratched?"
medqa_0426,3,"Has the patient experienced any bleeding from the eschar sites, and has he reported any significant pain or tenderness beyond the immediate area of the lesions?"
medqa_0281,1,How long has this bulla been present?
medqa_0281,2,"Does the patient have a history of autoimmune disease, particularly pemphigus or bullous pemphigoid, or any recent medication changes?"
medqa_0281,3,"Are there any signs of mucosal involvement, such as oral or esophageal lesions?"
medqa_0847,1,"How long has the patient been experiencing heartburn, and are there any specific triggers or alleviating factors you've noticed?"
medqa_0847,2,"Does the patient have any known allergies, particularly to medications or food, and has she ever been diagnosed with any other gastrointestinal conditions like ulcers or esophagitis?"
medqa_0847,3,"Has the patient tried any other medications besides antacids for her heartburn, such as H2 receptor antagonists, and if so, what was her response?"
