id,utterance_id,tree_id,snippet,question,preliminary_answer,preliminary_reasoning,preliminary_confidence,needed_clarification_0,cq_1,user_response_1,answer_1,reasoning_1,confidence_1,needed_clarification_1,cq_2,user_response_2,answer_2,reasoning_2,confidence_2,needed_clarification_2,cq_3,user_response_3,final_answer,final_reasoning,final_confidence,n_cqs_asked,gold_answer,n_history_cqs,n_evidence_cqs,is_correct_preliminary,is_correct_final,provider,model_id,finish_reason,was_blocked
sharc_030,432a9a6921b686460bb06c146205c3b677a91185,c1727103dd238e6f262589d10c87ae36565c4111,"#  1. Current rates and allowances

Your Personal Allowance may be bigger if you claim Marriage Allowance or Blind Person’s Allowance. It’s smaller if your income is over £100,000.",Can I get a bigger Personal Allowance?,Yes,The rule states that your Personal Allowance may be bigger if you claim Marriage Allowance or Blind Person’s Allowance.,60,True,Do you claim Marriage Allowance or Blind Person's Allowance?,"I am not claiming the Marriage Allowance, but I am claiming the Blind Person's Allowance.",Yes,"The user claims Blind Person's Allowance, which the rule states may make their Personal Allowance bigger, but their income level still needs to be confirmed.",75.0,True,"Is your income over £100,000?","The user established that their income is not over £100,000.",Yes,"The user claims Blind Person's Allowance, which may make their Personal Allowance bigger, and their income is not over £100,000, so it will not be smaller.",100.0,False,,,Yes,"The user claims Blind Person's Allowance, which may make their Personal Allowance bigger, and their income is not over £100,000, so it will not be smaller.",100,2,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_031,1e77092bcbbe74ca8fc8e8c15be28531b41252ed,95222ed436cbf83e71c65f1021aee2a7e7211313,"If you are a female Vietnam Veteran with a child who has a birth defect or you are a child of a female Vietnam Veteran with a birth defect, the child may be eligible for VA-financed health care.",Is my child eligible for VA-financed health care?,No,"The rule requires the user to be a female Vietnam Veteran and their child to have a birth defect for eligibility, neither of which is currently established.",30,True,Are you a female Vietnam Veteran?,The user stated that she is not a female Vietnam Veteran.,No,"The user is not a female Vietnam Veteran, which is a prerequisite for her child to be eligible for VA-financed health care under this rule.",95.0,False,,,,,,,,,No,"The user is not a female Vietnam Veteran, which is a prerequisite for her child to be eligible for VA-financed health care under this rule.",95,1,No,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_032,d518f069bddca280870d47d4de786c72a6b911f5,d2bb3a2e2fa471e7a8bd898f24e9d99a35bfc370,"#  3. Jobseeker's Allowance

There are 2 types of Jobseeker’s Allowance (JSA) - contribution-based and income-based. You can get contribution-based JSA in the European Economic Area (EEA) or Switzerland for up to 3 months if you:

* are entitled to it on the day you go abroad
* register as a jobseeker at least 4 weeks before you leave
* are looking for work in the UK up to the day you leave
* are going abroad to look for work",Can I get JSA abroad?,Yes,The rule states that contribution-based Jobseeker's Allowance can be received in the European Economic Area or Switzerland for up to 3 months under specific conditions.,80,True,Are you going to the European Economic Area (EEA) or Switzerland?,I am headed to the United States to try to find a job.,No,"The rule specifies that Jobseeker's Allowance can only be received abroad in the European Economic Area or Switzerland, and the user is going to the United States.",100.0,False,,,,,,,,,No,"The rule specifies that Jobseeker's Allowance can only be received abroad in the European Economic Area or Switzerland, and the user is going to the United States.",100,1,Yes,3,1,True,False,gemini,gemini-2.5-flash,STOP,False
sharc_033,29caed6fb95b9d888d37ea2162a217d478a47d46,c1727103dd238e6f262589d10c87ae36565c4111,"#  1. Current rates and allowances

Your Personal Allowance may be bigger if you claim Marriage Allowance or Blind Person’s Allowance. It’s smaller if your income is over £100,000.",Can I get a bigger Personal Allowance?,Yes,The rule indicates that a Personal Allowance may be bigger if one claims Marriage Allowance or Blind Person’s Allowance.,85,True,Do you claim Marriage Allowance or Blind Person's Allowance?,"I claim the Blind Person's Allowance, but I do not claim the Marriage Allowance.",Yes,"The user claims Blind Person's Allowance, which can make the Personal Allowance bigger, but it could be smaller if their income exceeds £100,000.",80.0,True,"Is your income over £100,000?","My income is not over £100,000.",Yes,"The user claims Blind Person's Allowance and their income is not over £100,000, both factors indicating a bigger Personal Allowance.",100.0,False,,,Yes,"The user claims Blind Person's Allowance and their income is not over £100,000, both factors indicating a bigger Personal Allowance.",100,2,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_034,b465cd35c3b831bb6255a1ce4cb28eb47ae378a9,51babca010f4b993d19f9162c906be6ea42748e2,"# Green Card through Employment

You may be eligible to apply as a Immigrant worker, if you are:

* Are a second preference immigrant worker, meaning you:
** Are a member of a profession that requires an advanced degree, or
** Have exceptional ability in the sciences, arts, or business, or
** Are seeking a national interest waiver",Could I be eligible to apply as a Immigrant Worker?,No,"The rule states eligibility depends on meeting specific criteria for a second preference immigrant worker, and the user has not provided information about their qualifications.",20,True,"Are you a member of a profession that requires an advanced degree, do you have exceptional ability in the sciences, arts, or business, or are you seeking a national interest waiver?","No, I am not a member of a profession that requires an advanced degree, I do not have exceptional ability in the sciences, arts, or business, and I am not seeking a national interest waiver.",No,"The user explicitly stated they do not meet any of the criteria required to be a second preference immigrant worker, which is a prerequisite for eligibility.",95.0,False,,,,,,,,,No,"The user explicitly stated they do not meet any of the criteria required to be a second preference immigrant worker, which is a prerequisite for eligibility.",95,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_035,d21bcc8f7adb541acae5be0cc5145fb43d49add0,f8460eb1e4b4bbceedc3e383752eefbe8e14d44f,"Agricultural producers and owners of non-industrial private forestland and Tribes are eligible to apply for EQIP. Eligible land includes cropland, rangeland, pastureland, non-industrial private forestland and other farm or ranch lands.",Am I eligible to apply for EQIP?,No,"The rule specifies eligible applicant types, and the user has not provided information indicating they fall into one of these categories.",20,True,Are you an agricultural producer or an owner of non-industrial private forestland?,"I am not an agricultural producer, but I am an owner of non-industrial private forestland.",Yes,"The user is eligible because they are an owner of non-industrial private forestland, which is one of the specified eligible applicant types.",95.0,False,,,,,,,,,Yes,"The user is eligible because they are an owner of non-industrial private forestland, which is one of the specified eligible applicant types.",95,1,Yes,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_036,e3623783104eeb7bb2aca2a070b40e4d6fc755eb,2feab535397ab23972d3561fa037ac5260e7b0c1,"## Council and social housing rent

How much you get depends on:

* your ‘eligible’ rent
* if you have a spare room
* your household income - including benefits, pensions and savings (over £6,000)
* your circumstances, for example the age of people in the house or if someone has a disability",Does the amount I get depend on this?,Yes,The rule explicitly states that the amount received for council and social housing rent depends on the factors listed.,40,True,Are you asking about the amount you get for council and social housing rent?,"Yes, she is asking if the amount she gets for council and social housing rent depends on her situation.",Yes,"The user confirmed they are asking about the amount received for council and social housing rent, and the rule explicitly states that the amount depends on the listed factors.",95.0,False,,,,,,,,,Yes,"The user confirmed they are asking about the amount received for council and social housing rent, and the rule explicitly states that the amount depends on the listed factors.",95,1,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_037,822111339a5e75f07960238907101f90ff970f8a,7df5767df863752bcaa573688dd09133944100ca,"#  1. Current rates and allowances

If you don’t claim Marriage Allowance and you or your partner were born before 6 April 1935, you may be able to claim Married Couple’s Allowance.",Could I be able to claim Married Couple’s Allowance.?,Yes,"It is possible to claim Married Couple’s Allowance if specific conditions regarding Marriage Allowance claims and birth dates are met, but further information is needed to confirm.",20,True,Do you or your partner currently claim Marriage Allowance?,The user does not claim Marriage Allowance.,Yes,"The user does not claim Marriage Allowance, fulfilling one condition, but eligibility also depends on the birth date of the user or their partner.",60.0,True,Were you or your partner born before 6 April 1935?,Neither my partner nor I were born before 6 April 1935.,No,"The user does not meet the birth date requirement, which is a necessary condition for claiming Married Couple’s Allowance.",100.0,False,,,No,"The user does not meet the birth date requirement, which is a necessary condition for claiming Married Couple’s Allowance.",100,2,No,2,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_038,8138a2f96bf493a52584906fd142e1deebd4bc1b,c01a595f8a56f2058ad2d6ccc1d381f1306185c5,"Use an independent benefits calculator to find out:

* what benefits you could get
* how to claim
* how your benefits will be affected if you start work",Should I use an independent benefits calculator for this?,Yes,"The rule advises using an independent benefits calculator for specific purposes related to benefits, and the user is asking if they should use it.",60,True,"Are you trying to find out what benefits you could get, how to claim them, or how your benefits will be affected if you start work?",I need to figure out how my benefits will be affected if I start work.,Yes,"The user explicitly stated they need to figure out how their benefits will be affected if they start work, which is one of the specific purposes for using an independent benefits calculator as outlined in the rule.",100.0,False,,,,,,,,,Yes,"The user explicitly stated they need to figure out how their benefits will be affected if they start work, which is one of the specific purposes for using an independent benefits calculator as outlined in the rule.",100,1,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_039,c57fe9b69437690286003f99c8932e1c71ae9336,395e049377c4b6d09a040239cfabd90a019d7c1f,The Montgomery GI Bill (MGIB) is an educational assistance program enacted by Congress to attract high quality men and women into the Armed Forces. The MGIB-Active Duty program provides up to 36 months of education benefits to those who have served on active duty.,Does this program meet my needs? Does this program apply to me?,No,"The rule states that the program provides benefits to those who have served on active duty, and it is currently unknown if you meet this specific requirement.",20,True,Have you served on active duty in the Armed Forces?,That information is not available.,No,"The user cannot confirm having served on active duty, which is a mandatory requirement for eligibility for the Montgomery GI Bill-Active Duty program.",95.0,False,,,,,,,,,No,"The user cannot confirm having served on active duty, which is a mandatory requirement for eligibility for the Montgomery GI Bill-Active Duty program.",95,1,No,2,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_040,5132e9e2477fd6ca56a2c0cf741a2b49cd1e3547,54a550a1c6140d3e81dd894909a1558f956db75d,"# Green Card through Employment

Are a physician who agrees to work full-time in clinical practice in a designated underserved area for a set period of time and also meets other eligibility requirements",Could I be eligible to apply?,Yes,"If you are a physician, you could be eligible for a Green Card through employment under this rule, provided you also agree to the work conditions and meet other specified requirements.",50,True,Are you a physician?,"Yes, I am a physician.",Yes,"The user has confirmed they are a physician, which is the first criterion for potential eligibility under this rule.",70.0,True,Do you agree to work full-time in clinical practice?,The user confirms that they work full-time in a clinical practice.,Yes,"The user has confirmed they are a physician and work full-time in clinical practice, fulfilling two key criteria for potential eligibility.",80.0,True,Is the clinical practice in a designated underserved area?,The clinical practice is not located in an underserved area.,No,"Although you are a physician working full-time in clinical practice, you are not eligible because your practice is not located in a designated underserved area, which is a mandatory requirement of the rule.",100,3,No,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_041,e885ee0b16bd8f7ee5331c4e0e10069cd868c48d,e675e6273690fd2be00b04074feb65bd1b9be3cf,"If you’re single and under 35, you can only get Housing Benefit for bed-sit accommodation or a single room in shared accommodation.",Can I get Housing Benefit?,No,"The rule specifies that Housing Benefit is only available for bed-sit or a single room in shared accommodation if you are single and under 35, and it is currently unknown if you meet all these specific conditions.",20,True,"Are you single, under 35, and seeking Housing Benefit for bed-sit accommodation or a single room in shared accommodation?","Yes, I am single, under 35, and I live in a single room in shared accommodation.",Yes,"The user is eligible for Housing Benefit because they are single, under 35, and live in a single room in shared accommodation, which meets all the specified conditions of the rule.",100.0,False,,,,,,,,,Yes,"The user is eligible for Housing Benefit because they are single, under 35, and live in a single room in shared accommodation, which meets all the specified conditions of the rule.",100,1,Yes,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_042,9309d3d796c82d7c54048213b1ae5c6ca373d751,2c7c37769eb365976fb91d3888ae8eaac206e47d,"## Statutory Maternity Pay

To qualify for SMP you must:

* earn on average at least £113 a week
* give the correct notice
* give proof you’re pregnant
* have worked for your employer continuously for at least 26 weeks continuing into the ‘qualifying week’ - the 15th week before the expected week of childbirth",Do I qualify for SMP?,No,"The user has not provided any information regarding their earnings, employment history, notice given, or proof of pregnancy, all of which are required to qualify for Statutory Maternity Pay.",10,True,Have you worked for your employer continuously for at least 26 weeks continuing into the 15th week before your expected week of childbirth?,"Yes, I have worked for my employer for the past three years without a single day off.",No,"While the user has confirmed continuous employment, there is still no information regarding their average weekly earnings, notice given, or proof of pregnancy, all of which are required for SMP.",40.0,True,Do you earn on average at least £113 a week?,"Yes, I earn an average of at least £113 a week.",No,"The user has confirmed continuous employment and sufficient earnings, but still needs to confirm giving correct notice and proof of pregnancy to qualify for SMP.",60.0,True,Have you given the correct notice?,The user has given the correct notice.,No,"The user has confirmed continuous employment, sufficient earnings, and correct notice, but still needs to provide proof of pregnancy to qualify for Statutory Maternity Pay.",80,3,Yes,3,1,False,False,gemini,gemini-2.5-flash,STOP,False
sharc_043,a63bb41b3cfc6809a6edbcd845c096d754372326,395e049377c4b6d09a040239cfabd90a019d7c1f,The Montgomery GI Bill (MGIB) is an educational assistance program enacted by Congress to attract high quality men and women into the Armed Forces. The MGIB-Active Duty program provides up to 36 months of education benefits to those who have served on active duty.,Does this program meet my needs? Does this program apply to me?,No,"The rule states that the program provides benefits to those who have served on active duty, and it is currently unknown if you meet this specific requirement.",20,True,Have you served on active duty in the Armed Forces?,That information is not available.,No,"The user cannot confirm having served on active duty, which is a mandatory requirement for eligibility for the Montgomery GI Bill-Active Duty program.",95.0,False,,,,,,,,,No,"The user cannot confirm having served on active duty, which is a mandatory requirement for eligibility for the Montgomery GI Bill-Active Duty program.",95,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_044,0f9a5b7c5f7bfe1310338088dc4b084291bdda79,1c807a7f8f756278846600ce17b5f0277ef54381,"## Main payments for students

Austudy is the main income support payment if you’re 25 or older and a full time student or Australian Apprentice.",Am I eligible for Austudy?,No,"The rule specifies eligibility for individuals who are 25 or older and a full-time student or Australian Apprentice, but your situation regarding these criteria is unknown.",30,True,Are you 25 or older and currently a full-time student or an Australian Apprentice?,"I am 25 or older, but I am neither an Australian Apprentice nor a full-time student.",No,"The user is 25 or older but is neither a full-time student nor an Australian Apprentice, failing to meet all the criteria for Austudy eligibility.",100.0,False,,,,,,,,,No,"The user is 25 or older but is neither a full-time student nor an Australian Apprentice, failing to meet all the criteria for Austudy eligibility.",100,1,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_045,376fa4cdcf1982cc59b5c5077696fd26f9c7de92,566837f88b9807265aac87e768200b3ba7b63c4a,"## What you’ll need

You’ll need accurate information about your:

* savings
* income, including your partner’s (from payslips, for example)
* existing benefits and pensions (including anyone living with you)
* outgoings (such as rent, mortgage, childcare payments)",Do I need information about this?,No,"The rule specifies particular types of information required, and the user's question does not identify what ""this"" refers to.",20,True,"Does ""this"" refer to your savings, income, existing benefits/pensions, or outgoings?",The missing information refers to their existing benefits.,Yes,"The rule explicitly states that accurate information about existing benefits is needed, and ""this"" refers to existing benefits.",100.0,False,,,,,,,,,Yes,"The rule explicitly states that accurate information about existing benefits is needed, and ""this"" refers to existing benefits.",100,1,Yes,2,1,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_046,e7ba14db8cd9d11a3af48ab216001143408ea4b6,ac40162e1dc6c936d60476a8fc84f905a8f7caba,"You may be an eligible Veteran if:

* You have an Honorable Discharge, and
* You have a High School Diploma (or equivalent) - or 12 hours of college credit, and
* You meet the requirements under one of the four categories, listed on the Department of Veterans Affairs (VA) Montgomery GI Bill Active Duty page",May I be an eligible Veteran?,No,The user has not provided any information to confirm they meet any of the specified eligibility criteria.,0,True,Do you have an Honorable Discharge?,"Yes, I have an honorable discharge.",No,"While the user has confirmed an Honorable Discharge, there is still no information regarding their educational background or if they meet one of the four VA categories.",40.0,True,Do you have a High School Diploma (or equivalent) or 12 hours of college credit?,I have a high school diploma.,No,"The user has confirmed an Honorable Discharge and a High School Diploma, but has not yet provided information regarding meeting one of the four VA categories.",60.0,True,Do you meet the requirements under one of the four categories listed on the Department of Veterans Affairs (VA) Montgomery GI Bill Active Duty page?,I do not meet the eligible requirements under the four categories.,No,"The user is not eligible because they do not meet the requirements under one of the four categories, which is a mandatory condition for eligibility.",100,3,No,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_047,8cc158b41f95f8ad8b0243f4d937368e7802355a,1fd4dc9bc9c71abd49429b9fd3daa9a0ae05c9b8,"## Items that qualify for the zero rate

The eligible items include:

* medical, veterinary and scientific equipment
* ambulances
* goods for disabled people
* motor vehicles for medical use",Is this item eligible?,No,"The rule lists specific categories of eligible items, but the user has not provided any information about the item in question to determine if it fits any of those categories.",20,True,"Is the item you are asking about medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use?","No, the requested vehicle is not medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use.",No,The user confirmed that the item does not fall into any of the categories explicitly listed as eligible for the zero rate.,100.0,False,,,,,,,,,No,The user confirmed that the item does not fall into any of the categories explicitly listed as eligible for the zero rate.,100,1,No,3,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_048,41d4082ca2fffa9aad4133bff347d727869e37f9,1fd4dc9bc9c71abd49429b9fd3daa9a0ae05c9b8,"## Items that qualify for the zero rate

The eligible items include:

* medical, veterinary and scientific equipment
* ambulances
* goods for disabled people
* motor vehicles for medical use",Is this item eligible?,No,"The rule lists specific categories of eligible items, but the user has not provided any information about the item in question to determine if it fits any of those categories.",20,True,"Is the item you are asking about medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use?",The item qualifies as a motor vehicle for medical use.,Yes,"The user confirmed that the item qualifies as a motor vehicle for medical use, which is explicitly listed as an eligible item in the rule.",100.0,False,,,,,,,,,Yes,"The user confirmed that the item qualifies as a motor vehicle for medical use, which is explicitly listed as an eligible item in the rule.",100,1,Yes,2,2,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_049,cf0b7edcd42593d03d6c11951ab7b7749ba937c7,a0e6fdd7dd601cd0b541201119c19783b7baf131,"#  2. Where you can claim benefits

The following countries have benefits arrangements with the UK:

* Hungary
* Iceland
* Ireland
* Italy",Does this country have benefits arrangements with the UK?,No,"The rule lists specific countries with benefits arrangements, and the country in question has not been identified.",10,True,"Is the country you are referring to one of the following: Hungary, Iceland, Ireland, or Italy?","The country is not Hungary, Iceland, Ireland, or Italy.",No,The user confirmed the country is not one of the four listed countries that have benefits arrangements with the UK.,100.0,False,,,,,,,,,No,The user confirmed the country is not one of the four listed countries that have benefits arrangements with the UK.,100,1,No,3,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_050,73c135124ec632da0ed960d87b2555c021be5421,1fd4dc9bc9c71abd49429b9fd3daa9a0ae05c9b8,"## Items that qualify for the zero rate

The eligible items include:

* medical, veterinary and scientific equipment
* ambulances
* goods for disabled people
* motor vehicles for medical use",Is this item eligible?,No,"The eligibility of the item cannot be determined without knowing what the item is, as the rule specifies particular categories of eligible items.",0,True,"Is the item either medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use?","The item is not medical, veterinary and scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use.",No,"The user confirmed the item does not fall into any of the specified eligible categories, thus it does not qualify for the zero rate.",100.0,False,,,,,,,,,No,"The user confirmed the item does not fall into any of the specified eligible categories, thus it does not qualify for the zero rate.",100,1,No,3,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_051,8e559779bccc1ef6a94101e56b2a53d0cb991560,2c9551481f5390a1cb108ea9f682cb4859f95cb7,"3. Person licensed to sell retail marijuana or retail marijuana products.  A person licensed to sell retail marijuana or retail marijuana products pursuant to this chapter may not:
* Display any signs that are inconsistent with local laws or regulations;
*  Use advertising material that is misleading, deceptive or false, or that is designed to appeal to a person under 21 years of age;
*  Have in that person's possession or upon the licensed premises any marijuana the sale of which is not permitted by the license;",Can I display this sign?,Yes,"The rule prohibits displaying signs only if they are inconsistent with local laws or regulations, and without information about the sign or local laws, it cannot be determined if this condition is met.",40,True,Is the sign you wish to display inconsistent with local laws or regulations?,The sign is not inconsistent with local laws or regulations.,No,"While the sign is not inconsistent with local laws, the rule also prohibits displaying signs that are misleading, deceptive, false, or designed to appeal to minors, which has not yet been clarified.",60.0,True,"Is the sign misleading, deceptive, false, or designed to appeal to a person under 21 years of age?","The sign is not misleading, deceptive, false, or designed to appeal to a person under 21 years of age.",Yes,"The sign is not inconsistent with local laws or regulations, nor is it misleading, deceptive, false, or designed to appeal to a person under 21 years of age.",100.0,False,,,Yes,"The sign is not inconsistent with local laws or regulations, nor is it misleading, deceptive, false, or designed to appeal to a person under 21 years of age.",100,2,Yes,2,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_052,b75bfaa115aa69e7d070e6a4f68ba84a57128f1d,1fd4dc9bc9c71abd49429b9fd3daa9a0ae05c9b8,"## Items that qualify for the zero rate

The eligible items include:

* medical, veterinary and scientific equipment
* ambulances
* goods for disabled people
* motor vehicles for medical use",Is this item eligible?,No,"The eligibility of the item cannot be determined without knowing what the item is, as the rule specifies particular categories of eligible items.",0,True,"Is the item either medical, veterinary, or scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use?","The item is not medical, veterinary and scientific equipment, an ambulance, goods for disabled people, or a motor vehicle for medical use.",No,The item is not eligible because it does not fall into any of the specified categories for zero-rated items.,100.0,False,,,,,,,,,No,The item is not eligible because it does not fall into any of the specified categories for zero-rated items.,100,1,No,2,2,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_053,bebad8cc45574250e1517f17d9add08df8472f05,ac40162e1dc6c936d60476a8fc84f905a8f7caba,"You may be an eligible Veteran if:

* You have an Honorable Discharge, and
* You have a High School Diploma (or equivalent) - or 12 hours of college credit, and
* You meet the requirements under one of the four categories, listed on the Department of Veterans Affairs (VA) Montgomery GI Bill Active Duty page",May I be an eligible Veteran?,No,"The user has not provided any information to confirm they meet any of the required eligibility criteria, all of which must be satisfied.",30,True,Do you have an Honorable Discharge?,"Yes, I have an honorable discharge.",No,"While the user has confirmed an Honorable Discharge, there is still no information regarding their educational background or if they meet any of the four VA categories.",50.0,True,Do you have a High School Diploma (or equivalent) or 12 hours of college credit?,I have a high school diploma.,No,"The user has confirmed an Honorable Discharge and a High School Diploma, but it is still unknown if they meet the requirements under one of the four VA categories.",70.0,True,Do you meet the requirements under one of the four categories listed on the Department of Veterans Affairs (VA) Montgomery GI Bill Active Duty page?,I do not meet the eligible requirements under the four categories.,No,"You are not an eligible Veteran because you stated that you do not meet the requirements under one of the four categories, which is a mandatory condition for eligibility.",100,3,No,3,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_054,e82894f158b87bea6a422af1b831187a353c00cd,a4abd4d261ff8b12c27efd3ae75bbc491bf28152,"# Green Card through Employment

You may be eligible to apply as a Immigrant worker, if you are:

* Are a first preference immigrant worker, meaning you:
** Have extraordinary ability in the sciences, arts, education, business or athletics, or
** Are an outstanding professor or researcher, or
** Are a multinational manager or executive who meets certain criteria",Could I be eligible to apply as a Immigrant Worker?,Yes,"The rule outlines the specific conditions under which an individual may be eligible as a first preference immigrant worker, indicating a possibility if those conditions are met.",50,True,Do you meet any of the specific criteria for a first preference immigrant worker as described in the rule?,"Yes, I am a multinational manager or executive who meets certain criteria.",Yes,"The user explicitly stated they are a multinational manager or executive who meets certain criteria, which directly fulfills one of the eligibility conditions for a first preference immigrant worker.",100.0,False,,,,,,,,,Yes,"The user explicitly stated they are a multinational manager or executive who meets certain criteria, which directly fulfills one of the eligibility conditions for a first preference immigrant worker.",100,1,Yes,2,1,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_055,c9d045582efa4713a16e24af41ef72da2e03cc3e,c310b78c0236d73937aa88bcb8f50f9fb76e02b2,"To qualify for assistance, applicants must meet all loan eligibility requirements including:

* Be a family farmer;
* Have a satisfactory history of meeting credit obligations;
* For direct farm ownership loans, all applicants must have participated in the business operations of a farm for at least three years out of the 10 years prior to the date the application is submitted;
* Be a citizen, non-citizen national or legal resident alien of the United States, including Puerto Rico, the U.S. Virgin Islands, Guam, American Samoa, and certain former Pacific Trust Territories",Do I qualify for assistance?,No,The user has not provided any information to confirm they meet all the specified eligibility requirements.,20,True,"Are you a citizen, non-citizen national, or legal resident alien of the United States?",The user confirmed they are a non-citizen national or legal resident alien of the United States.,No,"While the user meets the residency requirement, there is still no information regarding their status as a family farmer, credit history, or farm operation experience.",40.0,True,Are you a family farmer?,"Yes, I am a family farmer.",No,"While the user has confirmed they are a family farmer and meet the residency requirement, information regarding their credit history and farm operation experience is still missing.",60.0,True,Do you have a satisfactory history of meeting credit obligations?,I have a confirmed satisfactory history of meeting credit obligations.,No,"The user has not specified if they are applying for a direct farm ownership loan, which would determine if the requirement of three years of farm operation experience applies.",80,3,Yes,2,3,False,False,gemini,gemini-2.5-flash,STOP,False
sharc_056,4e1957df79af91a11545dad63ad8eb4b80dd5218,e58be762e1520081590dc0b9ab5437d611c6d3b5,"## Exceptions

You don’t need to prove your knowledge of English if you’ve completed a qualification equivalent to a UK degree in:

* Antigua and Barbuda
* Australia
* the Bahamas
* Barbados",Do I need to prove my knowledge of English?,Yes,"The rule provides specific exceptions for proving English knowledge, but it is unclear if your qualifications meet these criteria.",30,True,"Did you complete a qualification equivalent to a UK degree in Antigua and Barbuda, Australia, the Bahamas, or Barbados?",I have completed a qualification equivalent to a UK degree in the Bahamas.,No,"You do not need to prove your knowledge of English because you completed a qualification equivalent to a UK degree in the Bahamas, which is one of the listed exception countries.",100.0,False,,,,,,,,,No,"You do not need to prove your knowledge of English because you completed a qualification equivalent to a UK degree in the Bahamas, which is one of the listed exception countries.",100,1,No,3,0,False,True,gemini,gemini-2.5-flash,STOP,False
sharc_057,9de5804acd1e20932ba7b8c28bf84a28412926e3,58cc1c225554812e9c0a9bfd3ba43ef84386ba88,"### If you’re married or in a civil partnership

You may be able to claim Marriage Allowance to reduce your partner’s tax if your income is less than the standard Personal Allowance.",Could I be able to claim Marriage Allowance?,No,"Eligibility for Marriage Allowance depends on being married or in a civil partnership and having an income below the standard Personal Allowance, neither of which is specified in your question.",0,True,Are you married or in a civil partnership?,I am married or in a civil partnership.,No,"While you meet the first condition of being married or in a civil partnership, it is still unknown if your income is less than the standard Personal Allowance, which is required for eligibility.",50.0,True,Is your income less than the standard Personal Allowance?,The user's income is not less than the standard Personal Allowance.,No,"You are not eligible to claim Marriage Allowance because your income is not less than the standard Personal Allowance, which is a requirement for eligibility.",100.0,False,,,No,"You are not eligible to claim Marriage Allowance because your income is not less than the standard Personal Allowance, which is a requirement for eligibility.",100,2,No,2,0,True,True,gemini,gemini-2.5-flash,STOP,False
sharc_058,6830db1bbaa4020f0a11af144f8dfd4e75ee99fd,21ecb6d5b5856e513a78314773a1d98520850228,"Below are general requirements for the MSP:

* Reside in a state or the District of Columbia,
* Are age 65 or older,
* Receive Social Security Disability benefits, or
* People with certain disabilities or permanent kidney failure (even if under age 65)",Do I qualify for MSP?,No,The user has not provided any information about their situation that aligns with the eligibility criteria for MSP.,10,True,"Are you age 65 or older, do you receive Social Security Disability benefits, or do you have certain disabilities or permanent kidney failure?","The user is 65 years old, receives Social Security Disability benefits, and does not have a disability or permanent kidney failure.",No,"While the user meets multiple medical/age criteria, residency in a state or the District of Columbia is a general requirement that has not yet been confirmed.",70.0,True,Do you reside in a state or the District of Columbia?,I reside in the District of Columbia.,Yes,"The user meets the general requirement of residing in the District of Columbia and also meets the age requirement of being 65 or older, as well as receiving Social Security Disability benefits.",100.0,False,,,Yes,"The user meets the general requirement of residing in the District of Columbia and also meets the age requirement of being 65 or older, as well as receiving Social Security Disability benefits.",100,2,Yes,3,1,False,True,gemini,gemini-2.5-flash,STOP,False
