id,title,category,original_question,clarifying_question,cq_type,user_response,preliminary_solution,preliminary_confidence,updated_solution,updated_confidence,accepted_answer,provider,model_id,finish_reason,was_blocked
msd_054,Skype.exe Application Error,Skype_Windows_Desktop,Recently I am logged out my skype account and a message was displaying that i need to update the application. But after updating skype doesn't start. I have updated the directx and .net framework but nothing is helping me to start the program. Please suggest me a solution.,Could you please provide the exact error message you see when Skype fails to start?,,"The exact message I get is ""Skype.exe Application Error"". It pops up whenever I try to open the program.","Perform a clean reinstallation of Skype. First, uninstall Skype from your computer. Then, navigate to %appdata%\Microsoft and delete the 'Skype for Desktop' folder if it exists. Finally, download the latest version of Skype from the official website and install it.",70,"1. Uninstall Skype from your computer. 2. Press Windows key + R, type %appdata% and press Enter. Delete the Skype folder if it exists. 3. Restart your computer. 4. Download and install the latest version of Skype from the official website. This clean reinstallation often resolves application errors after updates.",90,"Windows installation on your computer is missing the last 4 years Windows Updates. You need to install all missing/pending Windows updates.   After installing all updates, reboot your computer and try this:  Make sure that Skype is not running on your computer (Quit).   Download all files from this OneDrive site:   https://1drv.ms/f/s!AMmT0APdaW7bgU0   Open Skype installation folder:   C:Program Files (x86)SkypePhone   Paste all the downloaded files to this Skype installation folder.   Try now again to start Skype.",gemini,gemini-2.5-flash,STOP,False
msd_055,I have a data sheet that I need to Fill out - Excel 2010,Excel,"I have a data sheet that I will be filling out often. I am trying to set up the formulas so that when the title or pc of equipment in entered from a drop down list, 3 other cells will automatically populate. Sheet 1 A          |       B        |             C              |          D      | Lift #    |  Serial #    |   Manufacturer    |  Model #   | When I enter info for Column A (116 possibilities currently) from a drop down menu, I want B, C, and D to populate Sheet 2 A          |       B        |             C              |          D      | Lift #    |  Serial #    |   Manufacturer    |  Model #   | --------------------------------------------------------- Lift 1   | 32323232 |  Sunset Blvd         |  32SBGT    | ....and you can multiply this type of information by 116, but the list does grow every year as some equipment is added. I have tried to use Vlookup, If Value, HLookup. I am clearly missing something. Is there a single formula, a multiple formula? Something where this will continue down the entire workbook as at the end of each year, I could literally have well over 10,000 lines and I do need this information to populate. I am not going to be the only one using this document, and I do not want errors from people typing in and misreading documentation Thank you!!","What specific error or unexpected result did you get when you tried using VLOOKUP, and could you provide the exact formula you used?",,I just couldn't get the data to automatically fill in when I picked a lift number. I'm not sure about the exact error message or the specific formula I tried.,"On Sheet 1, in cell B2, enter `=IFERROR(VLOOKUP(A2,Sheet2!$A$2:$D$116,2,FALSE),"""")`. For cell C2, use `=IFERROR(VLOOKUP(A2,Sheet2!$A$2:$D$116,3,FALSE),"""")`. For cell D2, use `=IFERROR(VLOOKUP(A2,Sheet2!$A$2:$D$116,4,FALSE),"""")`. Select cells B2:D2 and drag the fill handle down to apply these formulas to all necessary rows. Adjust the Sheet2 range ($A$2:$D$116) to cover all your data.",90,"To automatically populate cells B, C, and D on Sheet 1 based on the Lift # in Sheet 1, Column A, use VLOOKUP. Ensure your lookup table on Sheet 2 has the Lift # in the first column. For Sheet 1, Cell B2 (Serial #), use: =VLOOKUP(A2,Sheet2!$A:$D,2,FALSE). For Cell C2 (Manufacturer), use: =VLOOKUP(A2,Sheet2!$A:$D,3,FALSE). For Cell D2 (Model #), use: =VLOOKUP(A2,Sheet2!$A:$D,4,FALSE). Drag these formulas down as needed. Set up a Data Validation dropdown for Column A on Sheet 1 using the Lift # list from Sheet 2.",95,"This VLOOKUP should work then (assuming Sheet 2 is actually called ""Sheet 2"" with a space before the 2. In cell B2, enter this:  =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,2,FALSE),"""")  In C2:   =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,3,FALSE),"""")  And in D2:  =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,3,FALSE),"""")  The IFERROR function shows a blank in each cell if nothing is picked in the dropdowns in column A.  You'll just need to copy the formulas down the columns.",gemini,gemini-2.5-flash,STOP,False
msd_056,Text Highlight Tool is not present in PowerPoint 2016,PowerPoint,The text highlight tool does not appear on PowerPoint 2016 in my computer so there is no way for me to highlight any relevant text. It however shows up on my laptop (PowerPoint 2016) and appears on my other Office 2016 apps such as Word. Is there a way to get the tool on my Home ribbon? Any help will be appreciated.,Could you please provide the exact version and build number of PowerPoint 2016 on both your desktop and laptop? You can find this by going to File > Account > About PowerPoint.,,I haven't checked. I just know it's Microsoft Office Home & Student 2016.,"First, try resetting your PowerPoint ribbon to its default settings. Go to File > Options > Customize Ribbon, then click ""Reset"" and select ""Reset all customizations"". If the tool remains absent, perform an Online Repair of your Office 2016 installation. Navigate to Control Panel > Programs and Features, select Microsoft Office 2016, and choose ""Change"" > ""Online Repair"".",75,"The Text Highlight Tool is not a native feature of the perpetual Microsoft Office Home & Student 2016. This tool was introduced in later versions like Office 365 and Office 2019. To highlight text in PowerPoint 2016, insert a rectangle shape, set its fill color and transparency, then send it behind the text. The tool's presence on your laptop likely indicates a different Office version or subscription.",100,Text Highlighting has been possible in WORD for a very long time but it was only added to PPT in the latest Subscription version.,gemini,gemini-2.5-flash,STOP,False
msd_057,Outlook 2013 program is missing the normal window border.,Word,"How do you add the window border back to the Outlook program so it's easier to adjust the size of the window. Right now the border width is so tiny I have to hover back and forth to find the sweet spot to adjust it. Excel has the same program, no border! I want the same size border as an internet window or a folder window. About 1/8"".","Have you recently adjusted your display scaling settings (e.g., to 125%, 150%, or higher) or are you using a high-resolution monitor?",,I'm not sure about that. I haven't checked those settings.,"1. Right-click on your desktop and select ""Display settings"". 2. Under ""Scale and layout"", try adjusting the ""Change the size of text, apps, and other items"" setting to 100% or the recommended value. 3. If the issue persists, right-click the Outlook 2013 shortcut, go to Properties > Compatibility > Change high DPI settings, and experiment with the ""Override high DPI scaling behavior"" options.",85,"1. Right-click on your desktop and select ""Display settings"". 2. Under ""Scale and layout"", check the percentage set for ""Change the size of text, apps, and other items"". 3. If it's set above 100% (e.g., 125% or 150%), try setting it to 100% or a lower custom value. 4. Sign out and back in, or restart your computer, for changes to take full effect. This often resolves border issues in older Office applications on high-resolution displays.",90,"This is apparently a feature, not a bug.  Please see these two articles.  https://excel.uservoice.com/forums/304921-excel-for-windows-desktop-application/suggestions/9334494-can-you-please-give-us-back-a-window-border-on-off  https://support.microsoft.com/en-us/help/2821007/how-to-disable-shadow-hwnds-in-office-2013-applications   I'm also moving your question to the Office forum, where Office experts may perhaps be aware of a method to deal with this issue.",gemini,gemini-2.5-flash,STOP,False
msd_058,Switch to new tabs in Edge,Apps_Windows_10,IE contains an option to switch to newly created tabs.  I always browse with this option on (why would you create a new tab an not want to look at it?).  How can I do the same in Edge? PS - could not find a category for Edge in the classification options. ***Post moved by the moderator to the appropriate forum category.***,"Are you looking for a setting that applies to all newly created tabs, or specifically for links that open in a new tab?",,I am specifically looking for it to switch over when I right-click a link and open it in a new tab. That is what I always do when I am looking at search results.,"Microsoft Edge does not have a direct setting to automatically switch to newly opened tabs from links. To open a link in a new tab and switch to it immediately, use Ctrl+Shift+Click on the link. For tabs opened manually (e.g., Ctrl+T), Edge typically switches to them by default. If you require more advanced tab management, consider searching the Edge Add-ons store for ""tab management"" extensions.",85,"Microsoft Edge does not have a direct setting to automatically switch to a new tab when you right-click a link and select ""Open link in new tab""; this action will open the tab in the background. To open a link in a new tab and immediately switch to it, use the keyboard shortcut: hold down `Ctrl` + `Shift` and then click the link. This will achieve the desired behavior.",95,"Thank you for clarifying. What you can do is to hold Ctrl + Shift and click on the link and it will automatically switch to the new tab.  Having this option is a good idea, we suggest that you submit your query using the Feedback Hub on this link. We consider suggestions and comments provided by our users. These feedback are being collated, reviewed, and can be considered for future updates.  Let us know if you need further assistance.",gemini,gemini-2.5-flash,STOP,False
msd_059,Linking cells in a table across multiple worksheets,Excel,"So I have an excel document that has 100+ worksheets in it. We use this to list all of the various materials that we need to purchase for a project. For example, if we are using 5 different sizes of screws, we would list all of these out and then have a total quantity needed cell beside it.  Most of these sheets are identically set up in the same manner, with the exception that the name of the sheet is different and the various quantities will vary on each sheet. On our main page (Master BOM), we type out all of the different items and then we go onto the various worksheets (UNIT NAMES) that use those products. On these pages we type the quantity we need and we have it set up to where all of these sheet quantities are totaled on the Master BOM sheet. What I am now trying to do is create another sheet that lists the names of all of the worksheets and then beside these names list the total number of units being made. For example, if we are building 3 different sized boxes named Box A, Box B, and Box C, and we are ordering 2,4, & 6, respectively, I have a cell labeled Box A and the cell beside it has a quantity of 2 in it. Make sense? So I have my list completely done and the quantities listed beside them. What I am needing to do is have that corresponding quantity automatically link to the worksheet for that particular unit. So using my example above, I have Box A listed with 2 quantities. I want that 2 (or whatever number I have to update it to) to automatically link to the worksheet that I have for Box A (and yes the worksheet is labeled as Box A already). Is there a way to do this without me having to go through every single sheet and type that it is equal to a certain cell? I do have Kutools if that helps.","On each individual unit worksheet (e.g., 'Box A'), is there a specific, consistent cell (e.g., A1, B5, or a named range) where you want the total quantity from your new summary sheet to be linked?",,I'm not sure about that.,"Assuming the target cell on each unit worksheet is consistent (e.g., cell B1), you can use the INDIRECT function. On your new sheet, list the unit names (which are also your worksheet names) in one column. In the adjacent column, use a formula like =INDIRECT(""'""&A2&""'!B1"") (where A2 contains the unit name and B1 is the target cell on the unit sheet). Drag this formula down to apply it to all units.",75,"1. Create a new sheet (e.g., ""UnitSummary""). In column A, list your unit names exactly as their worksheet names. In column B, enter the total quantity for each unit.2. To link these quantities automatically, you will need a simple VBA macro. This macro will iterate through your ""UnitSummary"" sheet, identify each unit's worksheet by name, and then insert a formula into a designated cell (e.g., A1) on that unit's sheet, linking it back to the corresponding quantity on your ""UnitSummary"" sheet.3. This approach avoids manual entry for each sheet. You can find numerous examples of such ""loop through sheets and update cells"" VBA macros online, or consult a VBA resource for assistance in creating one tailored to your exact cell locations.",95,"That's great The snip shows the formula to use Note depending on what is in Takeoff you will need to adjust the range: =VLOOKUP(D2,Takeoff!B4:C20,2,FALSE)  With lots of worksheets it would be a chore do enter a formula in everyone. The trick is to group the worksheets first: 1) click on the BoxA tab 2)Hold down SHIFT and click on thtab of the last worksheet needing the formula; the tabs will now all be bright. 3)Type the formula; each worksheet will get a copy 4) Right click the tab of BoxA and select Ungroup   Hope this gets you on the right road",gemini,gemini-2.5-flash,STOP,False
msd_060,Audio Skype Android,Skype_Android,Hi. Recently on my Samsung Galaxy S6 when i use my microphone people dont hear my voice. But when i connect my micrphone to my laptop they can hear me. What I should do to solve that? A quick answer would be awesome.,"Does the microphone work correctly in other applications on your Samsung Galaxy S6, such as the default voice recorder or during a regular phone call?",,"I haven't checked. I only tested the sound by watching YouTube, but I haven't tried making a regular phone call or using the voice recorder with them.","1. Go to your phone's Settings > Apps > Skype > Permissions and ensure the Microphone permission is enabled. 2. If permissions are correct, try clearing the Skype app's cache and data (Settings > Apps > Skype > Storage > Clear Cache and Clear Data). 3. Restart your phone and test Skype again.",75,"Please test your microphone on the Samsung Galaxy S6 with other applications. First, try making a regular phone call to see if the recipient can hear you. Second, use the default Voice Recorder app to record a short clip and play it back. If the microphone works in these apps, try reinstalling Skype. If it doesn't, the issue might be with your phone's microphone hardware or system settings.",80,"Hello DeborahLow,  Thank you for the follow up.  I already send a private message at your inbox here in Skype Community, let us continue our conversation there, so that we can further assist you.  Thanks.  Regards,",gemini,gemini-2.5-flash,STOP,False
msd_061,Convert picture to drawing,PowerPoint,"I have a jpg of a caricature drawing, and I would like to convert it back to a drawing.  I remember doing this some time ago (probably an earlier version of PowerPoint), but I can't seem to remember how in Office 2010.  I thought it was ""Edit Drawing"" ""Edit points"", or something, but I can't find the command now.  Can anyone remind me how this is done in Office 2010?  I also have 2013 if necessary. Thanks,","Are you trying to convert the JPG into editable vector shapes (where you can modify individual lines and curves), or are you looking to apply artistic effects to make it appear more like a drawing?",,"I want to be able to modify the individual lines and curves. I remember using an 'Edit points' tool in an older version to do this, rather than just adding an effect.","PowerPoint does not have a direct feature to convert a raster image like a JPG into editable vector shapes. The 'Edit Points' and 'Ungroup' options apply to vector objects or shapes created within PowerPoint. However, you can apply various 'Artistic Effects' to your JPG to make it *look* like a drawing. Select the image, go to the 'Picture Tools' > 'Format' tab, then click 'Artistic Effects' and choose an option like 'Line Drawing' or 'Pencil Sketch'.",90,"PowerPoint cannot directly convert a JPG image into editable lines and curves. The ""Edit Points"" feature is for existing vector shapes, not raster images. To achieve this, you'll need to use a dedicated vector graphics editor (like Inkscape or Adobe Illustrator) to trace your JPG caricature into a vector format (e.g., SVG or EMF). Once converted, insert that vector file into PowerPoint, and you should then be able to ungroup it and use ""Edit Points"" to modify individual lines.",95,PowerPoint's never been able to convert raster images (like your JPG) to vector.   Raster = a collection of variously colored dots that happen to look like a picture Vector = mathematically defined lines/text/shapes that make up a picture  PowerPoint and many other programs can convert vector graphics to raster but it takes a tracing program to go the other way.  PowerPoint doesn't do it ... sorry.,gemini,gemini-2.5-flash,STOP,False
msd_062,Calls to mobiles and landlines - voice problem,Skype_iOS,"Dear Skype team,  Am using india 800 mins mobiles and landline option , but when Iam callingto mobiles Iam not getting any voice, kindly check . I am loosing my credit minutes with out talking.  Please find below details  Skype Name: ************ (Skype name redacted due to privacy and security purposes.) Product name: India 800 mins mobiles and landlines - 1 month Total amount: $7.99 Transaction date: Jul 26, 2017 Order number: 8080000003771420457 Kindly do the needfull. Regards Bala Please note: Do not post Personal Information in the Microsoft Community because this is a Public Forum. Dear Julie,   In UAE Skype calls is working , once recharge done starting time  i used some talk time in skype credit , after that calls is  connecting but their is no  proper voice , total 164 minutes used ,kindly issue my problem as soon as possible otherwise i will loss my talk time , subscription expires date also 26-08-2017 only.  Please solve issue immediately.  Regards Bala","When you say 'not getting any voice,' do you mean you cannot hear the person you are calling, they cannot hear you, or neither of you can hear each other?",,I'm not sure about that.,"1. Ensure Skype has microphone access enabled in your iPhone's privacy settings (Settings > Skype > Microphone). 2. Try restarting the Skype app and then your iPhone. 3. Test making a call from a different internet connection, such as switching from Wi-Fi to cellular data or vice versa, to rule out network interference. 4. If the problem continues, consider reinstalling the Skype app.",65,"1. Ensure your Skype app is updated to the latest version from the App Store. 2. Check your iOS device settings: Go to Settings > Skype and confirm that Microphone and Cellular Data permissions are enabled. 3. Try making a call using a different Wi-Fi network or cellular data to rule out network-specific issues. 4. If the problem persists, uninstall and then reinstall the Skype app.",85,"Hello Virginia,  We understand how this is important for you to be resolved. There is a possibility the issue is due to Skype being blocked in the United Arab Emirates (UAE). Please refer to this FAQ for more information.  If you have further questions, please do not hesitate to reply to this post. Thank you! Julie_S1Catherine Skype Community Moderator",gemini,gemini-2.5-flash,STOP,False
msd_063,Calling to India,Skype_iOS,i am using skype subscription to india . when i am calling they canot hear my voice but i can hear them . i am using skype in iphone 6  please help me solve the problem,"Does your microphone work correctly in other applications on your iPhone 6, such as voice memos or video calls?",,I haven't checked. I only know that people can't hear me when I use Skype.,"First, ensure Skype has microphone access by going to iPhone Settings > Privacy > Microphone and toggling Skype on. Next, try restarting your iPhone. If the issue persists, uninstall and then reinstall the Skype app from the App Store to ensure you have the latest version and a fresh installation.",80,"1. Ensure Skype has microphone access: Go to iPhone Settings > Skype > toggle Microphone on. 2. Test your microphone with another app, like Voice Memos, to confirm it's working. 3. If the microphone works elsewhere, try reinstalling the Skype app. 4. If the issue persists, restart your iPhone.",90,"Hello William,   We are aware of this issue and it has been posted on our support site.   It has been brought to our attention that our website and services have been blocked by the ISPs in the United Arab Emirates and Qatar. That means you won't be able to use Skype in the United Arab Emirates or Qatar.   Unfortunately, there is very little Skype can do about this situation. The best course of action would be for you to speak to your ISP and ask why they are blocking Skype and request that they unblock our site and services.     Please do not hesitate to reply to this thread if you need further help.",gemini,gemini-2.5-flash,STOP,False
msd_064,itunes app not working (loading up successfully) from destop with windows 7,Windows_7,"My sister has been using the iTunes app on her desktop to create playlists. Just recently it has started having an issue with loading.... where it never loads up ... the computer just keeps thinking from the point she clicks on the application itself. she has uninstalled and reinstalled the application, powered off/on for 10 minutes etc. Other applications that require audio speakers do work.","Does iTunes display any error messages or codes before it stops responding, or does it simply hang indefinitely after clicking the icon?",,It doesn't show any error messages at all. The computer just keeps thinking forever right after I click the icon.,"First, try launching iTunes by right-clicking its icon and selecting 'Run as administrator'. If that doesn't work, create a new Windows user account on the desktop and attempt to launch iTunes from that new profile. This will help determine if the issue is related to a corrupted user profile or system-wide. Also, check the Windows Event Viewer for any iTunes-related error logs.",65,"1. Right-click the iTunes icon and select ""Run as administrator."" 2. If the issue persists, temporarily disable any third-party antivirus or firewall software, then try launching iTunes again. 3. As a last step, navigate to C:\Users\[Your Username]\AppData\Roaming\Apple Computer\iTunes and delete the iTunesPrefs.xml file. Restart your computer and attempt to open iTunes.",85,"Hi Jamie,  There may be some remnant files connected with the program that needs to be removed completely. To do this, follow these steps:  Note: After removing all of these programs, make sure to restart your computer and download the latest version of the program from the support website.  Keep us updated with the results.",gemini,gemini-2.5-flash,STOP,False
msd_065,How to suggest a place in Bing Maps?,Bing_Maps,"Hi, One of my friend is travel local guide. Basically he knows most of the place/school/hotels in my country. Now, He wants to know, How do we add or suggest missing place/school/hotel in Bing maps. Is there any direct link or community to update places?",Have you already explored the 'Feedback' or 'Report a problem' options available directly within the Bing Maps interface?,,"I couldn't find any direct link or option on the map itself to add or update places. I did try sending feedback through the Windows Feedback app and Bing Listens, but the response wasn't very helpful.","To suggest a missing place in Bing Maps, navigate to the location on the map where the place should be. Look for a 'Feedback' or 'Report a problem' link, usually found at the bottom of the page or within the menu. Select the option to 'Suggest an edit' or 'Add a missing place' and follow the on-screen prompts to submit the details of the new location.",95,"To suggest a missing place in Bing Maps, navigate to maps.bing.com. Scroll to the bottom right of the page and click on the ""Feedback"" link. From the options presented, select ""Suggest an edit"" or ""Add a missing place."" Fill in the required details for the location, such as its name, category, and precise address or coordinates, then submit your suggestion. This is the most direct method for map data contributions.",90,"Hi,  You may list businesses on Bing maps as long as you're the owner of the business. You may do this through Bing places for business.  The feature you're looking for would be a great addition to Bing Maps and we suggest you send your feedback. You may do so through these methods:   If you have other questions, we'd gladly answer them.",gemini,gemini-2.5-flash,STOP,False
msd_066,How can I by formula extract numbers from column without the Zero's?,Excel,example: What I have                         What I need        A                                       B 1     50                                     50 2     60                                     60 3     0                                       40 4     40                                     30 5     0 6     0 7     30 Thanks,"What version of Excel are you currently using (e.g., Excel 365, Excel 2019, Excel 2016)?",,I'm not sure about that. I just know I'm using Microsoft Excel.,"If you are using Excel 365 or Excel 2019+, you can use the FILTER function. In cell B1, enter the formula =FILTER(A1:A7, A1:A7<>0) and press Enter. This will automatically spill the non-zero values into subsequent cells, removing the zeros and compacting the list.",85,"To extract numbers from column A without zeros, use the FILTER function. In cell B1, enter the formula =FILTER(A1:A7, A1:A7<>0). This will automatically populate column B with only the non-zero values from your specified range. Adjust the range A1:A7 to accurately reflect your actual data column.",80,"Use the below formula and drag down - =IFJohnRROR(INDEJohnX($A$1:$A$1000,AGGREJohnGATEJohn(15,6,(ROW($A$1:$A$1000)-ROW($A$1)+1)/($A$1:$A$1000<>0),ROW(1:1))),"""")",gemini,gemini-2.5-flash,STOP,False
msd_067,Submit url works?,Bing,"Hi all how are you, i want to know bing submit url is related for submit "" category, post, or tags"". I am very confuse what type of submit url there, anyone help me asap. <removed link>","Are you trying to submit the URLs of specific pages on your website (e.g., a blog post, a product page, or a category page), or are you asking about submitting a sitemap?",,"I'm not sure what I'm supposed to submit, to be honest. I was wondering if I should be submitting specific pages like posts, categories, or tags.","The Bing URL submission tool is primarily for submitting individual web page URLs that you want Bing to crawl and index quickly. For submitting your entire website's structure, including all your categories, posts, and tags (as long as they have unique URLs), you should submit an XML sitemap through Bing Webmaster Tools. This is the recommended method for comprehensive indexing.",90,"To ensure Bing indexes your content, you can submit individual URLs for new or updated pages like posts, categories, or tags directly through Bing Webmaster Tools. For a more comprehensive approach, we highly recommend submitting your website's sitemap. This allows Bing to discover all your important pages efficiently, including those you mentioned.",95,"Yes there is an option to submit URL. To know more about how to submit URL to Bing, you can refer to this article. If you need further help about Bing or if you're trying to advertise something, we suggest contacting them directly through this link.  If you have other concerns, let us know.",gemini,gemini-2.5-flash,STOP,False
msd_068,I deleted Temp Folder and StartUp Menu on accident now some apps are missing...,Windows_8.1,"Ok,so here is the problem, which honestly I've had for months now...I was trying to cleanup some files on my computer,well i read somewhere that you don't need your Temp folder so i deleted it i also read something about StartMenu folder taking up a lot of space......so i deleted it, it ask for Administrator permission so I clicked ok and it deleted the files, not only that but i deleted it from my recycle bin. really important things such as Desktop and Shop were gone! I was able to get Desktop Back from another forum post that had a download which currently now is fine, but that not the worst part, my Change PC setting's is gone as well,when i click it nothing happens and i mean nothing if i also try changing my account picture on the metro screen as well nothing happens just....nothing. If anyone has a solution please post it, also another thing that has been happening rapidly. Every time i turn off my PC the next day i turn it on my WiFi is disconnected,if it's not then in the middle of the day it will say *WIFI NAME* Limited and i get disconnected, what does it mean and how do i fix it, I've run Virus scans with Norton and nothing has come up well something but i fixed it,anyways PLEASE HELP!!!",Have you tried performing a System Restore to a point before you deleted the Temp and Start Menu folders?,,"Yes, I checked for System Restore points. But the only ones I have are from a few days ago, and I deleted those folders months ago.","1. Attempt a System Restore to a date before you deleted the folders. Search for ""Create a restore point"" and follow the prompts. 2. If no restore points are available, open Command Prompt as administrator and run ""sfc /scannow"" followed by ""DISM /Online /Cleanup-Image /RestoreHealth"". 3. Reinstall your Wi-Fi adapter drivers from your computer manufacturer's website.",75,"Given the deletion of critical system folders and the lack of suitable restore points, the most effective solution is to perform a System Refresh or a clean reinstallation of Windows 8.1. This will restore all missing system components and likely resolve the issues with apps, PC settings, and the persistent WiFi disconnections. Remember to back up all your personal files before proceeding with either option.",95,"Some files can be deleted from the Temp folder, but not the folder itself because Windows uses it to hold temporary files in.  It's a bit like your car and it's gas tank. You can drain it, but you still have a fully functional automobile. But if you remove the gas tank, then you're not going to be going anywhere until you replace it.  You now find yourself in that situation with your computer. Until you replace the Temp folder and its contents, your machine is not going to function properly.  I think you're looking at having to Refresh the system in order to get it going again. What you'll have to do first is to create a Recovery disk and copy the manufacturer's partition to that. This means you'll have to go buy an external hard drive with at least 60GB free. But bearing in mind that the cost of a 60GB hard disk and one with a 500GB capacity is barely a matter of cents, you'll be better off with the large capacity drive which you can use for other purposes later.  To create the Recovery drive, hit Windows key to open the Start screen with the tiles and start typing the word ""Recovery"". You'll see the option called ""Create a recovery drive"" appear on the right. Click that and then click Next. Here's a screenshot.      Then follow instructions in this article: http://windows.microsoft.com/en-gb/windows-8/restore-refresh-reset-pc",gemini,gemini-2.5-flash,STOP,False
msd_069,Permanently adding sources to Bing News,Bing_Apps,"I love Bing News.  However, when I add sources to Bing News in windows 8 they go away after about a week.  How can I keep the sources permanently?",Could you describe the exact steps you take to add a source to Bing News in Windows 8?,,"I'm not sure about that. I just manually add the sources to the app, but I don't remember the exact steps.","1. Ensure you are signed into your Microsoft account within the Bing News app, as personalized settings are often tied to your account. 2. Navigate to the ""Sources"" or ""Customize"" section of the app and use the designated ""Add Source"" or ""Follow"" feature to explicitly add your preferred news outlets. 3. After adding, try closing and reopening the app to see if the sources persist. 4. Check the Windows Store for any available updates for the Bing News app.",70,"To permanently add sources to Bing News in Windows 8, open the app, then right-click or swipe from the top/bottom to reveal the app bar. Select 'Sources', then choose 'Add a source' and enter the RSS feed URL for the news outlet you wish to add. This method ensures your custom sources are saved and should prevent them from disappearing after a week.",85,"Hi,  I just checked my app and like you they have disappeared.   Open Bing App Swipe in from the right and select Feedback Notify Support these are not added permanently",gemini,gemini-2.5-flash,STOP,False
msd_070,Worksheet borders,Excel,"This relates to Excel 2016 and pdf pages. For some unknown reason, I cannot go to the edge of my worksheet and find the arrow symbol that allows me to drag the border away from the edge of the page. I am trying to reduce the size of my view so I can view more than one program image at the same time. Never had this problem before in any Microsoft program.",Is the Excel application window currently maximized?,,"Yes, it is currently filling my entire screen.","Click the 'Restore Down' button (the middle icon between minimize and close) in the top-right corner of the Excel window. Once restored, you should be able to drag the window's edges to resize it as desired for viewing multiple programs.",95,"To resize your Excel window, first click the 'Restore Down' icon (the middle icon in the top-right corner of the Excel window, between minimize and close). Once restored, you will be able to drag the window borders to adjust its size and position it alongside other programs.",95,"You can only resize a window that is not maximized.  In the top right corner of every window, regardless of what application it is, you see icons to minimize, maximize/restore and the X for exit. When a window is maximized, it cannot be resized. You need to click the maximize/restore icon to restore the window. It is a toggle switch. The first screenshot shows what it looks like in a maximized window that takes up the whole screen. The second screenshot shows what it looks like if the window is not maximized. This window's borders can be dragged.     Another quick way in Windows 7 and higher to see windows side by side is to select one window, hold down the Window key on your keyboard and hit the right arrow. That will send the window to the right hand side of the screen and it will take up half of the monitor. In Windows 10 you now can click any of the other open windows and it will be arranged on the left hand side of the screen. In older Windows versions you need to repeat the step to select a window and use the Windows key with the left arrow.",gemini,gemini-2.5-flash,STOP,False
msd_071,Adobe Flash update with Windows 10.,Windows_10,"I have Windows 10. Given the recent ransomware from Adobe flash, do I need to update it, or as USA Today article says, Windows 10 will automatically update it?","Are you referring to Adobe Flash Player used within Microsoft Edge/Internet Explorer, or a separate installation of Flash Player for another web browser like Chrome or Firefox?",,I'm not sure about that. I just know I have Windows 10 and the news said I need to update Adobe Flash to prevent a virus.,"Windows 10 automatically updates Adobe Flash Player for Microsoft Edge and Internet Explorer through Windows Update. Ensure your Windows Update service is active and that you regularly check for updates. For other browsers like Chrome or Firefox, Flash Player updates are typically handled by the browser itself or through a separate Adobe Flash Player installer.",95,"Windows 10 automatically updates Adobe Flash Player for Microsoft Edge and Internet Explorer, so you generally don't need to take manual action for those browsers. If you use Chrome, it has its own built-in Flash that updates with the browser. For Firefox or other browsers, ensure they are updated to their latest versions, as they often manage Flash updates independently or prompt you to update a separate Flash plugin.",95,"Hi,  Thank you for the reply and update.  You can for sure go ahead with the updates installation to keep the pc up to date. Updates are additions to software that can help prevent or fix problems, improve how your computer works, or enhance your computing experience.  Further you may also run a full computer virus scan to ensure the computer is free from virus. It is not advisable to access the registry before the virus scan is done.  A fast way to check whether your PC has a virus is to use Windows Defender. This malware protection is included with Windows and helps identify and remove viruses, spyware, and other malicious software. Once this is done you may also check for any pending updates and install the same to see if that helps.  How do I find and remove a virus?: http://windows.microsoft.com/en-in/windows-10/getstarted-protect-your-pc  Note: There could be a loss of data while performing a scan using Microsoft safety scanner to eliminate virus if any.  Keep us informed to help you further.",gemini,gemini-2.5-flash,STOP,False
msd_072,money app titles watchlist is blank,Windows_RT_8.1,Why are half of the tiles on my watchlist page blank [Original Title: money app],"Do the blank tiles show any loading indicators, error messages, or are they just completely empty where stock information should be?",,They are just completely empty. I don't see any error messages or loading circles at all.,"First, ensure your Windows RT 8.1 device has a stable internet connection. Then, try refreshing the Money app's data by closing and reopening the app, or by looking for a refresh option within the app's commands. If the issue persists, restart your Windows RT 8.1 device to clear any temporary glitches.",65,"1. Go to PC Settings > Search and apps > App sizes.2. Locate the Money app, select it, and choose ""Uninstall"" to remove it.3. Reinstall the Money app from the Windows Store. This often resolves display issues by clearing corrupted data and ensuring a fresh installation. If the issue persists, ensure your device's date and time settings are correct.",85,Open Store and there check for update and update all apps from Store.,gemini,gemini-2.5-flash,STOP,False
