id,title,category,original_question,preliminary_solution,preliminary_confidence,needed_clarification_0,cq_1,user_response_1,solution_1,confidence_1,needed_clarification_1,cq_2,user_response_2,solution_2,confidence_2,needed_clarification_2,cq_3,user_response_3,final_solution,final_confidence,n_cqs_asked,accepted_answer,provider,model_id,finish_reason,was_blocked
msd_052,Samsung Galaxy tab 3,Bing_Search,"Today when I tried to access internet on my Galaxy tab 3, whatever I typed in a BT ad came up and I could find a way to remove it.  I could reset I suppose but as a last result as I will lose my photos.","Try clearing your browser's cache and data, and review recently installed apps for anything suspicious that might be injecting ads.",65,True,"Where exactly does this 'BT ad' appear (e.g., in your web browser, within a specific app, or on your home screen)?",The ad appears on the screen whenever I try to access the internet.,"Given the ad appears when you try to access the internet and affects what you type, it's highly likely a browser hijack. Start by clearing the cache and data of your primary web browser, and then check your browser's homepage settings.",70,True,"Does the BT ad appear specifically when you open your web browser (e.g., Chrome, Internet app), or does it also pop up when you open other apps that require an internet connection, like Facebook or an email app?",That information is not available.,"Since the ad appears when you try to access the internet and affects what you type, it's most likely a browser hijack. Clear the cache and data for all web browsers on your tablet, check their homepage settings, and then review your recently installed apps for anything suspicious that might be injecting ads.",75,False,,,"Since the ad appears when you try to access the internet and affects what you type, it's most likely a browser hijack. Clear the cache and data for all web browsers on your tablet, check their homepage settings, and then review your recently installed apps for anything suspicious that might be injecting ads.",75,2,"Hello,  You can easily backup your photos to OneDrive when you have a Microsoft Account. http://www.groovypost.com/howto/backup-photos-videos-onedrive-android-ios-windows-phone/  These are the specifications for your tablet.  Your browser is HTML 5.  You should read the user manual for the device. http://www.gsmarena.com/samsung_galaxy_tab_3_7_0-5422.php  Have you contacted BT Support? Would you mind posting a screenshot of the Ad? BT.com Help",gemini,gemini-2.5-flash,STOP,False
msd_053,"your computer appears to be correctly configured, but the device or resource(web proxy) is not responding",Windows_10,"i see this error every time i try to check for updates 'your computer appears to be correctly configured, but the device or resource(web proxy) is not responding' my windows feedback is not working windows store is not installing any updates",Check your system's proxy settings in Internet Options or Windows Settings and ensure they are either correctly configured for your network or disabled if you do not use a proxy.,85,True,"Are you intentionally using a proxy server on your network, or is this a home network where you typically connect directly to the internet?",That information is not available.,"The error indicates a problem with a web proxy. Please check your Windows proxy settings (Settings > Network & Internet > Proxy) and if 'Use a proxy server' is enabled, note down any configured address and port, then try disabling it temporarily to see if the updates work.",85,True,"Can you navigate to Settings > Network & Internet > Proxy and tell me if 'Use a proxy server' is toggled on, and if there are any addresses or ports listed under 'Manual proxy setup'?",That information is not available.,"Since the error points to a web proxy issue and you cannot provide details on current settings, please try disabling the proxy server: Go to Settings > Network & Internet > Proxy, toggle 'Use a proxy server' to Off, and then attempt to check for updates again.",85,False,,,"Since the error points to a web proxy issue and you cannot provide details on current settings, please try disabling the proxy server: Go to Settings > Network & Internet > Proxy, toggle 'Use a proxy server' to Off, and then attempt to check for updates again.",85,2,"Hi,  The error message ""your computer appears to be correctly configured, but the device or resource(web proxy) is not responding"" that you are getting, may have something to do with your profile or with the Windows components of your computer. With that said, we will be performing some troubleshooting steps to isolate the cause of this problem. Before we proceed, kindly answer the following:   In the meantime, we suggest that you download the app troubleshooter on this link and then run it on the computer.   Please post back with the result for further assistance.",gemini,gemini-2.5-flash,STOP,False
msd_054,Skype.exe Application Error,Skype_Windows_Desktop,Recently I am logged out my skype account and a message was displaying that i need to update the application. But after updating skype doesn't start. I have updated the directx and .net framework but nothing is helping me to start the program. Please suggest me a solution.,"Try performing a clean reinstallation of Skype by uninstalling it, deleting any remaining Skype folders in AppData, and then downloading and installing the latest version from the official website.",65,True,Could you please provide the exact error message or code that appears when Skype fails to start?,"The error message is ""Skype.exe Application Error"".","Perform a thorough clean reinstallation of Skype: uninstall the application, manually delete any remaining Skype folders in AppData, and then download and install the latest version directly from the official Skype website.",80,False,,,,,,,,"Perform a thorough clean reinstallation of Skype: uninstall the application, manually delete any remaining Skype folders in AppData, and then download and install the latest version directly from the official Skype website.",80,1,"Windows installation on your computer is missing the last 4 years Windows Updates. You need to install all missing/pending Windows updates.   After installing all updates, reboot your computer and try this:  Make sure that Skype is not running on your computer (Quit).   Download all files from this OneDrive site:   https://1drv.ms/f/s!AMmT0APdaW7bgU0   Open Skype installation folder:   C:Program Files (x86)SkypePhone   Paste all the downloaded files to this Skype installation folder.   Try now again to start Skype.",gemini,gemini-2.5-flash,STOP,False
msd_055,I have a data sheet that I need to Fill out - Excel 2010,Excel,"I have a data sheet that I will be filling out often. I am trying to set up the formulas so that when the title or pc of equipment in entered from a drop down list, 3 other cells will automatically populate. Sheet 1 A          |       B        |             C              |          D      | Lift #    |  Serial #    |   Manufacturer    |  Model #   | When I enter info for Column A (116 possibilities currently) from a drop down menu, I want B, C, and D to populate Sheet 2 A          |       B        |             C              |          D      | Lift #    |  Serial #    |   Manufacturer    |  Model #   | --------------------------------------------------------- Lift 1   | 32323232 |  Sunset Blvd         |  32SBGT    | ....and you can multiply this type of information by 116, but the list does grow every year as some equipment is added. I have tried to use Vlookup, If Value, HLookup. I am clearly missing something. Is there a single formula, a multiple formula? Something where this will continue down the entire workbook as at the end of each year, I could literally have well over 10,000 lines and I do need this information to populate. I am not going to be the only one using this document, and I do not want errors from people typing in and misreading documentation Thank you!!","Set up VLOOKUP formulas in Sheet 1 for columns B, C, and D, referencing the selected 'Lift #' in column A and looking up the corresponding data from Sheet 2, ensuring you use FALSE for an exact match and absolute references for your lookup table range.",95,False,,,,,,,,,,,,,"Set up VLOOKUP formulas in Sheet 1 for columns B, C, and D, referencing the selected 'Lift #' in column A and looking up the corresponding data from Sheet 2, ensuring you use FALSE for an exact match and absolute references for your lookup table range.",95,0,"This VLOOKUP should work then (assuming Sheet 2 is actually called ""Sheet 2"" with a space before the 2. In cell B2, enter this:  =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,2,FALSE),"""")  In C2:   =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,3,FALSE),"""")  And in D2:  =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,3,FALSE),"""")  The IFERROR function shows a blank in each cell if nothing is picked in the dropdowns in column A.  You'll just need to copy the formulas down the columns.",gemini,gemini-2.5-flash,STOP,False
msd_056,Text Highlight Tool is not present in PowerPoint 2016,PowerPoint,The text highlight tool does not appear on PowerPoint 2016 in my computer so there is no way for me to highlight any relevant text. It however shows up on my laptop (PowerPoint 2016) and appears on my other Office 2016 apps such as Word. Is there a way to get the tool on my Home ribbon? Any help will be appreciated.,"PowerPoint 2016 does not natively feature a dedicated 'Text Highlight Tool' like Word; instead, you can simulate highlighting by inserting a rectangle shape behind the text and setting its fill color, or by changing the text fill color directly.",75,True,Could you describe or provide a screenshot of what the 'text highlight tool' looks like in PowerPoint 2016 on your laptop?,That information is not available.,"PowerPoint 2016 does not include a dedicated 'Text Highlight Tool' like Word. To highlight text, you can either change the text fill color directly or insert a rectangle shape behind the text and set its fill color to simulate highlighting.",90,False,,,,,,,,"PowerPoint 2016 does not include a dedicated 'Text Highlight Tool' like Word. To highlight text, you can either change the text fill color directly or insert a rectangle shape behind the text and set its fill color to simulate highlighting.",90,1,Text Highlighting has been possible in WORD for a very long time but it was only added to PPT in the latest Subscription version.,gemini,gemini-2.5-flash,STOP,False
msd_057,Outlook 2013 program is missing the normal window border.,Word,"How do you add the window border back to the Outlook program so it's easier to adjust the size of the window. Right now the border width is so tiny I have to hover back and forth to find the sweet spot to adjust it. Excel has the same program, no border! I want the same size border as an internet window or a folder window. About 1/8"".",This often occurs due to Windows display settings. Try changing your Windows theme to a default (non-High Contrast) theme and check your display scaling settings.,85,True,Are you currently using a High Contrast theme or any custom display scaling settings in Windows?,That information is not available.,"The missing window border in Outlook and Excel 2013 is typically caused by Windows display settings; please check if you are using a High Contrast theme or custom display scaling and revert to default settings if possible. If the issue persists, consider performing an online repair of your Office 2013 installation.",85,False,,,,,,,,"The missing window border in Outlook and Excel 2013 is typically caused by Windows display settings; please check if you are using a High Contrast theme or custom display scaling and revert to default settings if possible. If the issue persists, consider performing an online repair of your Office 2013 installation.",85,1,"This is apparently a feature, not a bug.  Please see these two articles.  https://excel.uservoice.com/forums/304921-excel-for-windows-desktop-application/suggestions/9334494-can-you-please-give-us-back-a-window-border-on-off  https://support.microsoft.com/en-us/help/2821007/how-to-disable-shadow-hwnds-in-office-2013-applications   I'm also moving your question to the Office forum, where Office experts may perhaps be aware of a method to deal with this issue.",gemini,gemini-2.5-flash,STOP,False
msd_058,Switch to new tabs in Edge,Apps_Windows_10,IE contains an option to switch to newly created tabs.  I always browse with this option on (why would you create a new tab an not want to look at it?).  How can I do the same in Edge? PS - could not find a category for Edge in the classification options. ***Post moved by the moderator to the appropriate forum category.***,Microsoft Edge does not currently have a built-in setting to automatically switch focus to newly opened tabs from links; new tabs typically open in the background. You will need to manually click on the new tab or use keyboard shortcuts like Ctrl + Tab to switch to it.,90,False,,,,,,,,,,,,,Microsoft Edge does not currently have a built-in setting to automatically switch focus to newly opened tabs from links; new tabs typically open in the background. You will need to manually click on the new tab or use keyboard shortcuts like Ctrl + Tab to switch to it.,90,0,"Thank you for clarifying. What you can do is to hold Ctrl + Shift and click on the link and it will automatically switch to the new tab.  Having this option is a good idea, we suggest that you submit your query using the Feedback Hub on this link. We consider suggestions and comments provided by our users. These feedback are being collated, reviewed, and can be considered for future updates.  Let us know if you need further assistance.",gemini,gemini-2.5-flash,STOP,False
msd_059,Linking cells in a table across multiple worksheets,Excel,"So I have an excel document that has 100+ worksheets in it. We use this to list all of the various materials that we need to purchase for a project. For example, if we are using 5 different sizes of screws, we would list all of these out and then have a total quantity needed cell beside it.  Most of these sheets are identically set up in the same manner, with the exception that the name of the sheet is different and the various quantities will vary on each sheet. On our main page (Master BOM), we type out all of the different items and then we go onto the various worksheets (UNIT NAMES) that use those products. On these pages we type the quantity we need and we have it set up to where all of these sheet quantities are totaled on the Master BOM sheet. What I am now trying to do is create another sheet that lists the names of all of the worksheets and then beside these names list the total number of units being made. For example, if we are building 3 different sized boxes named Box A, Box B, and Box C, and we are ordering 2,4, & 6, respectively, I have a cell labeled Box A and the cell beside it has a quantity of 2 in it. Make sense? So I have my list completely done and the quantities listed beside them. What I am needing to do is have that corresponding quantity automatically link to the worksheet for that particular unit. So using my example above, I have Box A listed with 2 quantities. I want that 2 (or whatever number I have to update it to) to automatically link to the worksheet that I have for Box A (and yes the worksheet is labeled as Box A already). Is there a way to do this without me having to go through every single sheet and type that it is equal to a certain cell? I do have Kutools if that helps.","You can achieve this by placing a single formula on each unit worksheet that dynamically looks up its own sheet name on your 'Unit Totals' sheet. On each individual unit worksheet, in the cell where you want the total quantity to appear, enter a formula like: =INDEX('Unit Totals'!B:B, MATCH(MID(CELL(""filename"",A1),FIND(""]"",CELL(""filename"",A1))+1,255),'Unit Totals'!A:A,0)) (adjust 'Unit Totals' to your actual sheet name, and B:B/A:A to your actual columns for quantities and unit names, respectively). Then, copy this formula to the same target cell on all other unit worksheets.",95,False,,,,,,,,,,,,,"You can achieve this by placing a single formula on each unit worksheet that dynamically looks up its own sheet name on your 'Unit Totals' sheet. On each individual unit worksheet, in the cell where you want the total quantity to appear, enter a formula like: =INDEX('Unit Totals'!B:B, MATCH(MID(CELL(""filename"",A1),FIND(""]"",CELL(""filename"",A1))+1,255),'Unit Totals'!A:A,0)) (adjust 'Unit Totals' to your actual sheet name, and B:B/A:A to your actual columns for quantities and unit names, respectively). Then, copy this formula to the same target cell on all other unit worksheets.",95,0,"That's great The snip shows the formula to use Note depending on what is in Takeoff you will need to adjust the range: =VLOOKUP(D2,Takeoff!B4:C20,2,FALSE)  With lots of worksheets it would be a chore do enter a formula in everyone. The trick is to group the worksheets first: 1) click on the BoxA tab 2)Hold down SHIFT and click on thtab of the last worksheet needing the formula; the tabs will now all be bright. 3)Type the formula; each worksheet will get a copy 4) Right click the tab of BoxA and select Ungroup   Hope this gets you on the right road",gemini,gemini-2.5-flash,STOP,False
msd_060,Audio Skype Android,Skype_Android,Hi. Recently on my Samsung Galaxy S6 when i use my microphone people dont hear my voice. But when i connect my micrphone to my laptop they can hear me. What I should do to solve that? A quick answer would be awesome.,"First, ensure Skype has microphone permissions enabled in your phone's app settings. If it does, try clearing Skype's cache and data, then reinstalling the app.",70,True,"Does your microphone work correctly with other applications on your Samsung Galaxy S6, such as the default voice recorder or other calling apps?",That information is not available.,"Since your microphone works on a laptop, the issue is likely with your Samsung Galaxy S6's audio input or Skype's configuration. First, ensure Skype has microphone permissions enabled in your phone's app settings. Then, try clearing Skype's cache and data, and if that doesn't work, reinstall the app. Also, restart your phone. If you are using an external microphone, ensure it is fully and correctly plugged into the S6's headphone jack, and consider if an adapter is needed for compatibility.",80,False,,,,,,,,"Since your microphone works on a laptop, the issue is likely with your Samsung Galaxy S6's audio input or Skype's configuration. First, ensure Skype has microphone permissions enabled in your phone's app settings. Then, try clearing Skype's cache and data, and if that doesn't work, reinstall the app. Also, restart your phone. If you are using an external microphone, ensure it is fully and correctly plugged into the S6's headphone jack, and consider if an adapter is needed for compatibility.",80,1,"Hello DeborahLow,  Thank you for the follow up.  I already send a private message at your inbox here in Skype Community, let us continue our conversation there, so that we can further assist you.  Thanks.  Regards,",gemini,gemini-2.5-flash,STOP,False
msd_061,Convert picture to drawing,PowerPoint,"I have a jpg of a caricature drawing, and I would like to convert it back to a drawing.  I remember doing this some time ago (probably an earlier version of PowerPoint), but I can't seem to remember how in Office 2010.  I thought it was ""Edit Drawing"" ""Edit points"", or something, but I can't find the command now.  Can anyone remind me how this is done in Office 2010?  I also have 2013 if necessary. Thanks,",PowerPoint 2010/2013 does not have a built-in feature to automatically convert a raster JPG image into editable vector shapes. The 'Edit Drawing' and 'Edit Points' options you recall are typically for vector graphics (like WMF/EMF files) or grouped shapes created within PowerPoint.,90,True,"When you say 'convert it back to a drawing,' are you looking for a way to automatically vectorize the JPG into editable shapes within PowerPoint, or are you open to manually tracing it?",That information is not available.,"PowerPoint 2010/2013 does not have a built-in feature to automatically convert a JPG into editable vector shapes. The 'Edit Points' functionality you recall applies to shapes created directly in PowerPoint or to ungrouped vector images (like WMF/EMF files). To achieve a 'drawing' effect from your JPG, you would need to manually trace it using PowerPoint's Freeform or Curve shape tools, or use an external vectorization program.",90,False,,,,,,,,"PowerPoint 2010/2013 does not have a built-in feature to automatically convert a JPG into editable vector shapes. The 'Edit Points' functionality you recall applies to shapes created directly in PowerPoint or to ungrouped vector images (like WMF/EMF files). To achieve a 'drawing' effect from your JPG, you would need to manually trace it using PowerPoint's Freeform or Curve shape tools, or use an external vectorization program.",90,1,PowerPoint's never been able to convert raster images (like your JPG) to vector.   Raster = a collection of variously colored dots that happen to look like a picture Vector = mathematically defined lines/text/shapes that make up a picture  PowerPoint and many other programs can convert vector graphics to raster but it takes a tracing program to go the other way.  PowerPoint doesn't do it ... sorry.,gemini,gemini-2.5-flash,STOP,False
msd_062,Calls to mobiles and landlines - voice problem,Skype_iOS,"Dear Skype team,  Am using india 800 mins mobiles and landline option , but when Iam callingto mobiles Iam not getting any voice, kindly check . I am loosing my credit minutes with out talking.  Please find below details  Skype Name: ************ (Skype name redacted due to privacy and security purposes.) Product name: India 800 mins mobiles and landlines - 1 month Total amount: $7.99 Transaction date: Jul 26, 2017 Order number: 8080000003771420457 Kindly do the needfull. Regards Bala Please note: Do not post Personal Information in the Microsoft Community because this is a Public Forum. Dear Julie,   In UAE Skype calls is working , once recharge done starting time  i used some talk time in skype credit , after that calls is  connecting but their is no  proper voice , total 164 minutes used ,kindly issue my problem as soon as possible otherwise i will loss my talk time , subscription expires date also 26-08-2017 only.  Please solve issue immediately.  Regards Bala","Given you are in the UAE, where VoIP services like Skype can be restricted, the issue might be network-related. Try ensuring a stable internet connection, restarting the Skype app and your device, and consider testing with a VPN to bypass potential regional blocks.",70,True,"When you make a call, can the person you are calling hear your voice, or is there no audio for either party?",That information is not available.,"Since you are in the UAE where VoIP services can be restricted, the primary step is to try using a VPN to bypass potential network blocks. Also, ensure Skype has microphone permissions, check your device's audio settings, and confirm you have a stable internet connection.",75,False,,,,,,,,"Since you are in the UAE where VoIP services can be restricted, the primary step is to try using a VPN to bypass potential network blocks. Also, ensure Skype has microphone permissions, check your device's audio settings, and confirm you have a stable internet connection.",75,1,"Hello Virginia,  We understand how this is important for you to be resolved. There is a possibility the issue is due to Skype being blocked in the United Arab Emirates (UAE). Please refer to this FAQ for more information.  If you have further questions, please do not hesitate to reply to this post. Thank you! Julie_S1Catherine Skype Community Moderator",gemini,gemini-2.5-flash,STOP,False
msd_063,Calling to India,Skype_iOS,i am using skype subscription to india . when i am calling they canot hear my voice but i can hear them . i am using skype in iphone 6  please help me solve the problem,"First, ensure Skype has microphone access in your iPhone's Privacy settings and that the app is updated to the latest version. If the issue persists, try reinstalling Skype.",70,True,"Does your microphone work correctly in other apps on your iPhone 6, such as when recording a voice memo or making a regular phone call?",That information is not available.,"Since the microphone functionality outside Skype is unconfirmed, first test your iPhone's microphone using the Voice Memos app. If it doesn't work there, the issue is likely with your device's microphone; otherwise, ensure Skype has microphone access in settings and try reinstalling the app.",60,True,Can you please test your iPhone's microphone by recording a short voice memo using the built-in Voice Memos app and then playing it back to see if your voice is audible?,That information is not available.,"Since microphone functionality outside Skype cannot be confirmed, first ensure Skype has microphone access in your iPhone's Privacy settings and try reinstalling the app. If the problem persists, it indicates a potential hardware issue with your iPhone's microphone, requiring device repair or replacement.",75,False,,,"Since microphone functionality outside Skype cannot be confirmed, first ensure Skype has microphone access in your iPhone's Privacy settings and try reinstalling the app. If the problem persists, it indicates a potential hardware issue with your iPhone's microphone, requiring device repair or replacement.",75,2,"Hello William,   We are aware of this issue and it has been posted on our support site.   It has been brought to our attention that our website and services have been blocked by the ISPs in the United Arab Emirates and Qatar. That means you won't be able to use Skype in the United Arab Emirates or Qatar.   Unfortunately, there is very little Skype can do about this situation. The best course of action would be for you to speak to your ISP and ask why they are blocking Skype and request that they unblock our site and services.     Please do not hesitate to reply to this thread if you need further help.",gemini,gemini-2.5-flash,STOP,False
msd_064,itunes app not working (loading up successfully) from destop with windows 7,Windows_7,"My sister has been using the iTunes app on her desktop to create playlists. Just recently it has started having an issue with loading.... where it never loads up ... the computer just keeps thinking from the point she clicks on the application itself. she has uninstalled and reinstalled the application, powered off/on for 10 minutes etc. Other applications that require audio speakers do work.","Try launching iTunes while holding the Shift key to select or create a new library, as a corrupted library file often prevents the application from loading.",65,True,"Does the iTunes process appear in Task Manager after clicking the icon, and does any error message eventually display?",That information is not available.,"First, try launching iTunes while holding the Shift key to select or create a new library. If iTunes still fails to load, perform a complete clean uninstall of iTunes and all related Apple software components (Apple Application Support, Apple Mobile Device Support, Bonjour, Apple Software Update), then reinstall the latest version from Apple's website.",75,False,,,,,,,,"First, try launching iTunes while holding the Shift key to select or create a new library. If iTunes still fails to load, perform a complete clean uninstall of iTunes and all related Apple software components (Apple Application Support, Apple Mobile Device Support, Bonjour, Apple Software Update), then reinstall the latest version from Apple's website.",75,1,"Hi Jamie,  There may be some remnant files connected with the program that needs to be removed completely. To do this, follow these steps:  Note: After removing all of these programs, make sure to restart your computer and download the latest version of the program from the support website.  Keep us updated with the results.",gemini,gemini-2.5-flash,STOP,False
msd_065,How to suggest a place in Bing Maps?,Bing_Maps,"Hi, One of my friend is travel local guide. Basically he knows most of the place/school/hotels in my country. Now, He wants to know, How do we add or suggest missing place/school/hotel in Bing maps. Is there any direct link or community to update places?","To suggest a missing place in Bing Maps, your friend should navigate to the location on Bing Maps, click the ""Feedback"" or ""Report a problem"" link (usually at the bottom right), and then select ""Suggest an edit"" or ""Add a missing place"" to submit the details.",95,False,,,,,,,,,,,,,"To suggest a missing place in Bing Maps, your friend should navigate to the location on Bing Maps, click the ""Feedback"" or ""Report a problem"" link (usually at the bottom right), and then select ""Suggest an edit"" or ""Add a missing place"" to submit the details.",95,0,"Hi,  You may list businesses on Bing maps as long as you're the owner of the business. You may do this through Bing places for business.  The feature you're looking for would be a great addition to Bing Maps and we suggest you send your feedback. You may do so through these methods:   If you have other questions, we'd gladly answer them.",gemini,gemini-2.5-flash,STOP,False
msd_066,How can I by formula extract numbers from column without the Zero's?,Excel,example: What I have                         What I need        A                                       B 1     50                                     50 2     60                                     60 3     0                                       40 4     40                                     30 5     0 6     0 7     30 Thanks,"You can use the FILTER function to extract all non-zero numbers from your column: =FILTER(A1:A7, A1:A7<>0).",95,False,,,,,,,,,,,,,"You can use the FILTER function to extract all non-zero numbers from your column: =FILTER(A1:A7, A1:A7<>0).",95,0,"Use the below formula and drag down - =IFJohnRROR(INDEJohnX($A$1:$A$1000,AGGREJohnGATEJohn(15,6,(ROW($A$1:$A$1000)-ROW($A$1)+1)/($A$1:$A$1000<>0),ROW(1:1))),"""")",gemini,gemini-2.5-flash,STOP,False
msd_067,Submit url works?,Bing,"Hi all how are you, i want to know bing submit url is related for submit "" category, post, or tags"". I am very confuse what type of submit url there, anyone help me asap. <removed link>","The Bing URL submission tool is used to submit the URLs of individual web pages (like a specific post, a category page, or a tag archive page) that you want Bing to crawl and index. You submit the URL of the page itself, not the abstract concept of a category or tag.",95,False,,,,,,,,,,,,,"The Bing URL submission tool is used to submit the URLs of individual web pages (like a specific post, a category page, or a tag archive page) that you want Bing to crawl and index. You submit the URL of the page itself, not the abstract concept of a category or tag.",95,0,"Yes there is an option to submit URL. To know more about how to submit URL to Bing, you can refer to this article. If you need further help about Bing or if you're trying to advertise something, we suggest contacting them directly through this link.  If you have other concerns, let us know.",gemini,gemini-2.5-flash,STOP,False
msd_068,I deleted Temp Folder and StartUp Menu on accident now some apps are missing...,Windows_8.1,"Ok,so here is the problem, which honestly I've had for months now...I was trying to cleanup some files on my computer,well i read somewhere that you don't need your Temp folder so i deleted it i also read something about StartMenu folder taking up a lot of space......so i deleted it, it ask for Administrator permission so I clicked ok and it deleted the files, not only that but i deleted it from my recycle bin. really important things such as Desktop and Shop were gone! I was able to get Desktop Back from another forum post that had a download which currently now is fine, but that not the worst part, my Change PC setting's is gone as well,when i click it nothing happens and i mean nothing if i also try changing my account picture on the metro screen as well nothing happens just....nothing. If anyone has a solution please post it, also another thing that has been happening rapidly. Every time i turn off my PC the next day i turn it on my WiFi is disconnected,if it's not then in the middle of the day it will say *WIFI NAME* Limited and i get disconnected, what does it mean and how do i fix it, I've run Virus scans with Norton and nothing has come up well something but i fixed it,anyways PLEASE HELP!!!","Given the deletion of critical system folders, the most effective solution is to perform a System Refresh or Reset to restore core Windows files. For the Wi-Fi issue, try reinstalling your network adapter drivers.",85,True,"Do you have any system restore points created before you deleted these folders, or access to Windows 8.1 installation media?","The only available system restore points are from months after the deletion, and there is no information about access to installation media.","Since useful system restore points are unavailable, the most effective solution for the missing apps and PC settings is to perform a System Refresh or Reset, which will require Windows 8.1 installation media or a recovery partition. For the Wi-Fi issue, reinstall your network adapter drivers.",85,True,Do you have access to the original Windows 8.1 installation media (USB or DVD) or a recovery partition on your computer?,That information is not available.,"Without installation media or useful restore points, first try running 'sfc /scannow' and 'DISM /Online /Cleanup-Image /RestoreHealth' from an elevated command prompt to repair system files. If the missing apps and settings persist, create a new administrator user profile to see if the issue is profile-specific. For the Wi-Fi problem, reinstall your network adapter drivers.",65,False,,,"Without installation media or useful restore points, first try running 'sfc /scannow' and 'DISM /Online /Cleanup-Image /RestoreHealth' from an elevated command prompt to repair system files. If the missing apps and settings persist, create a new administrator user profile to see if the issue is profile-specific. For the Wi-Fi problem, reinstall your network adapter drivers.",65,2,"Some files can be deleted from the Temp folder, but not the folder itself because Windows uses it to hold temporary files in.  It's a bit like your car and it's gas tank. You can drain it, but you still have a fully functional automobile. But if you remove the gas tank, then you're not going to be going anywhere until you replace it.  You now find yourself in that situation with your computer. Until you replace the Temp folder and its contents, your machine is not going to function properly.  I think you're looking at having to Refresh the system in order to get it going again. What you'll have to do first is to create a Recovery disk and copy the manufacturer's partition to that. This means you'll have to go buy an external hard drive with at least 60GB free. But bearing in mind that the cost of a 60GB hard disk and one with a 500GB capacity is barely a matter of cents, you'll be better off with the large capacity drive which you can use for other purposes later.  To create the Recovery drive, hit Windows key to open the Start screen with the tiles and start typing the word ""Recovery"". You'll see the option called ""Create a recovery drive"" appear on the right. Click that and then click Next. Here's a screenshot.      Then follow instructions in this article: http://windows.microsoft.com/en-gb/windows-8/restore-refresh-reset-pc",gemini,gemini-2.5-flash,STOP,False
msd_069,Permanently adding sources to Bing News,Bing_Apps,"I love Bing News.  However, when I add sources to Bing News in windows 8 they go away after about a week.  How can I keep the sources permanently?","Try resetting the Bing News app data via PC Settings > Apps > Bing News > Advanced options, or ensure your Windows 8 system and the app are fully updated.",65,True,"Are you signed into a Microsoft account on your Windows 8 device, and is app settings sync enabled?","I am currently not connected or signed in to my Microsoft account, and information about app settings sync is not available.","To permanently save your Bing News sources, sign into a Microsoft account on your Windows 8 device and ensure app settings sync is enabled, as this allows your preferences to be stored and synchronized.",95,False,,,,,,,,"To permanently save your Bing News sources, sign into a Microsoft account on your Windows 8 device and ensure app settings sync is enabled, as this allows your preferences to be stored and synchronized.",95,1,"Hi,  I just checked my app and like you they have disappeared.   Open Bing App Swipe in from the right and select Feedback Notify Support these are not added permanently",gemini,gemini-2.5-flash,STOP,False
msd_070,Worksheet borders,Excel,"This relates to Excel 2016 and pdf pages. For some unknown reason, I cannot go to the edge of my worksheet and find the arrow symbol that allows me to drag the border away from the edge of the page. I am trying to reduce the size of my view so I can view more than one program image at the same time. Never had this problem before in any Microsoft program.","If the Excel window is maximized, click the 'Restore Down' icon (the square with two overlapping squares) in the top-right corner of the window to enable resizing.",80,True,Is the Excel application window currently maximized (filling your entire screen)?,The Excel worksheets currently fill the entire screen.,"Since Excel is maximized, click the 'Restore Down' icon (the square with two overlapping squares) in the top-right corner of the Excel window to un-maximize it, which will then allow you to drag the window borders to resize it.",95,False,,,,,,,,"Since Excel is maximized, click the 'Restore Down' icon (the square with two overlapping squares) in the top-right corner of the Excel window to un-maximize it, which will then allow you to drag the window borders to resize it.",95,1,"You can only resize a window that is not maximized.  In the top right corner of every window, regardless of what application it is, you see icons to minimize, maximize/restore and the X for exit. When a window is maximized, it cannot be resized. You need to click the maximize/restore icon to restore the window. It is a toggle switch. The first screenshot shows what it looks like in a maximized window that takes up the whole screen. The second screenshot shows what it looks like if the window is not maximized. This window's borders can be dragged.     Another quick way in Windows 7 and higher to see windows side by side is to select one window, hold down the Window key on your keyboard and hit the right arrow. That will send the window to the right hand side of the screen and it will take up half of the monitor. In Windows 10 you now can click any of the other open windows and it will be arranged on the left hand side of the screen. In older Windows versions you need to repeat the step to select a window and use the Windows key with the left arrow.",gemini,gemini-2.5-flash,STOP,False
