id,category,preliminary_confidence,confidence_1,confidence_2,final_confidence,cq_1,cq_2,cq_3,rouge_prelim,rouge_s1,rouge_s2,rouge_final,rouge_delta,total_delta,cq1_type,cq2_type,cq3_type
msd_058,Apps_Windows_10,85,90,95,98,"Are you opening new tabs by clicking links (e.g., right-click 'Open link in new tab') or by using the '+' button/Ctrl+T?","When you right-click a link and choose ""Open link in new tab,"" does the new tab open in the background, or does it not open at all?",Have you been able to locate and enable the 'Open new tabs in the foreground' or similar setting within Edge's Appearance settings?,0.12030075187969924,0.1818181818181818,0.15894039735099338,0.16149068322981364,0.041189931350114395,13,EPISTEMIC,ALEATORIC,EPISTEMIC
msd_059,Excel,90,80,75,95,"What specific cell (e.g., A1, B5) on each individual unit worksheet (like 'Box A' or 'Box B') should display the total number of units?","On your individual unit worksheets (e.g., 'Box A'), is there a specific area or an existing label where you would prefer this total number of units to be displayed?","Are there any cells on your individual unit worksheets (e.g., 'Box A') that are already populated with critical data in the top-left corner (e.g., A1, B1, C1) that we should avoid placing this linked quantity in?",0.2297872340425532,0.17142857142857143,0.13471502590673576,0.16289592760180996,-0.06689130644074323,5,ALEATORIC,ALEATORIC,EPISTEMIC
msd_060,Skype_Android,75,80,80,85,"Does the microphone work correctly for other applications on your Samsung Galaxy S6, such as voice recorders or other calling apps?",Could you please test the microphone using your phone's built-in voice recorder app or another calling app to see if it captures your voice?,"Have you ever successfully used the microphone on your Samsung Galaxy S6 for any purpose other than Skype, such as recording a voice note or making a regular phone call?",0.0631578947368421,0.08928571428571429,0.05454545454545455,0.052173913043478265,-0.010983981693363828,10,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_061,PowerPoint,85,90,95,98,"Was the original caricature drawing you previously converted to an editable drawing in PowerPoint a JPG file, or was it a different image format like a WMF or EMF?",What specific modifications or edits do you intend to make to the caricature once it's converted to a drawing?,"Are you looking for a quick visual effect that resembles line art, or do you need the image to be composed of editable lines and shapes within PowerPoint?",0.19108280254777069,0.15714285714285714,0.1830985915492958,0.13924050632911392,-0.05184229621865677,13,EPISTEMIC,ALEATORIC,ALEATORIC
msd_062,Skype_iOS,65,75,75,90,"Can you confirm if you experience this 'no voice' issue when making a free Skype-to-Skype test call or any other type of call, or is it exclusively when calling Indian mobile/landline numbers with your subscription?","Have you tried making a free Skype-to-Skype call to the Echo / Sound Test Service, and if so, did you experience the same 'no voice' issue during that call?","When you mentioned calling your 'regular contacts,' were those free Skype-to-Skype calls, and did you experience the 'no voice' issue during those calls as well, or only when calling mobiles and landlines?",0.12598425196850394,0.17054263565891473,0.15873015873015872,0.13986013986013984,0.013875887891635907,25,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_063,Skype_iOS,75,70,65,70,"Does your microphone work correctly when making other types of calls (e.g., regular phone calls, FaceTime) or using other apps (e.g., Voice Memos) on your iPhone 6?","When you make a Skype call, do you see any microphone icon on the screen that might indicate it's muted within the Skype app itself?",Can you confirm if you were able to hear your voice when playing back the recording made with the 'Voice Memos' app?,0.10465116279069767,0.12087912087912087,0.12087912087912087,0.10055865921787709,-0.00409250357282058,-5,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_064,Windows_7,65,60,70,85,"Did this issue start after a recent Windows update, an iTunes update, or any other significant software changes on the computer?","When you try to open iTunes, does any part of the application window or a splash screen appear at all, even briefly, before it becomes unresponsive, or does it just show the loading cursor indefinitely?",Is there any third-party antivirus or security software running on the computer that might be interfering with iTunes' launch?,0.1,0.1111111111111111,0.06956521739130435,0.05217391304347826,-0.04782608695652175,20,EPISTEMIC,ALEATORIC,EPISTEMIC
msd_065,Bing_Maps,95,80,70,95,Have you already tried using the 'Feedback' or 'Report a problem' option directly within the Bing Maps interface to suggest these places?,"Are you primarily using Bing Maps through a web browser, a dedicated Windows app, or a mobile app (iOS/Android)?","When you access Bing Maps, what do you typically type into your web browser's address bar, or what icon do you click on your computer/phone to open it?",0.15625,0.1568627450980392,0.16783216783216784,0.17567567567567569,0.019425675675675685,0,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_066,Excel,90,98,99,100,"Are you looking to simply list all non-zero values from column A sequentially in column B, effectively removing the rows that contain zeros?","Will the range of data in column A always be fixed (e.g., A1:A7), or could it expand or contract, requiring a dynamic range reference?","Besides numbers and zeros, could Column A contain any other types of data, such as text or error values, that should also be excluded from the result?",0.09638554216867469,0.09195402298850573,0.16,0.22916666666666666,0.13278112449799195,10,ALEATORIC,ALEATORIC,ALEATORIC
msd_067,Bing,85,80,75,90,"Are you trying to submit a new website or specific web pages for indexing, or are you looking to categorize existing content within Bing?","Are you trying to get an entire website indexed for the first time, or are you looking to submit specific new or updated pages from an existing website?","Do these 'posts,' 'categories,' or 'tags' refer to content on a website you own or manage?",0.15873015873015875,0.14285714285714288,0.13043478260869565,0.12403100775193798,-0.034699150978220766,5,ALEATORIC,ALEATORIC,EPISTEMIC
msd_068,Windows_8.1,90,95,95,98,Do you have any system restore points or a system image backup created before you deleted the Temp and StartMenu folders?,"Regarding the WiFi issue, have you tried reinstalling your network adapter drivers, and do you see any specific error codes or messages when it disconnects or shows 'Limited'?","Does the WiFi 'Limited' issue occur with other devices connected to the same network, or only on this specific Windows 8.1 PC?",0.1165644171779141,0.09230769230769231,0.09345794392523364,0.08536585365853659,-0.031198563519377512,8,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_069,Bing_Apps,65,90,95,98,Are you signed in to the Bing News app with a Microsoft account when you add these sources?,"Have you attempted to sign in to the Bing News app with your Microsoft account, and if so, did you encounter any issues during that process?","Is there any particular reason you haven't signed in with your Microsoft account yet, or any difficulty you anticipate in doing so?",0.11363636363636362,0.12345679012345677,0.10989010989010987,0.09195402298850575,-0.021682340647857873,33,EPISTEMIC,EPISTEMIC,ALEATORIC
msd_070,Excel,80,85,90,95,"Is the Excel window currently maximized (filling the entire screen), or is it in a restored-down state?","Does clicking the 'stuck' restore/maximize button have any effect, or does it remain unresponsive?","Did you try the keyboard shortcuts (`Windows key + Down arrow` or `Alt + Spacebar` then 'Restore') after my last suggestion, and if so, what was the outcome?",0.16153846153846155,0.17164179104477614,0.12592592592592594,0.15658362989323846,-0.00495483164522309,15,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_071,Windows_10,85,90,95,98,"Are you primarily using Adobe Flash Player through Microsoft Edge or Internet Explorer, or have you installed it separately for another browser like Chrome or Firefox?","Have you ever manually installed Adobe Flash Player from Adobe's website, or do you recall changing any settings related to Windows Update?","Do you primarily use web browsers other than Microsoft Edge or Internet Explorer, such as Google Chrome or Mozilla Firefox, for your daily internet browsing?",0.12,0.11904761904761903,0.12749003984063745,0.14342629482071712,0.02342629482071712,13,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_072,Windows_RT_8.1,65,70,70,90,"Does the issue persist after closing and reopening the Money app, or after refreshing the watchlist within the app?","Are the blank tiles always the same specific stocks or funds, or do different tiles appear blank at different times?","Have you tried adding a new stock or fund to your watchlist to see if it appears correctly, or if new additions also show up as blank tiles?",0.1388888888888889,0.17910447761194032,0.12499999999999999,0.11494252873563218,-0.023946360153256713,25,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_073,Word,95,95,90,90,Have you tried modifying the field code for the DOB field in Word after inserting it into your document?,Were you able to locate the DOB merge field in your Word document and successfully toggle its field codes?,"Can you confirm if you are able to see the ""«DOB»"" merge field in your Word document after performing the mail merge?",0.43103448275862066,0.39639639639639634,0.3103448275862069,0.3471074380165289,-0.08392704474209178,-5,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_074,Outlook_Email,75,80,80,80,"Is this a personal Microsoft account (e.g., Outlook.com, Hotmail.com) or an account provided by your organization (e.g., work or school account)?","Could you please tell me what comes after the '@' symbol in your email address (e.g., @outlook.com, @yourcompany.com)? You don't need to provide the full email address.","When you try to log in, can you see the full email address you are entering? If so, what is the part of the address that comes after the '@' symbol?",0.0622568093385214,0.10638297872340427,0.13475177304964536,0.09187279151943463,0.029615982180913228,5,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_075,Windows_RT_8.1,75,85,90,95,"Do you receive sound notifications from other apps, or is the lack of sound specific to the Mail app?","Have you already confirmed that the 'Play a sound' option is enabled specifically within the Mail app's own settings (accessed by swiping from the right, tapping 'Settings', then 'Options')?","After checking the Mail app's internal settings, was the ""Play a sound"" option already enabled, or did you need to turn it on?",0.10309278350515463,0.15813953488372093,0.16822429906542055,0.14563106796116507,0.04253828445601043,20,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_076,Bing_Apps,70,85,90,95,Have you tried using the 'Reset' option for the Bing Weather app found in Windows Settings under 'Apps & features'?,Are you using a VPN or any proxy settings on your computer that might affect how the app connects to weather services or determines your location?,"Can you confirm if Windows Location Services are enabled on your device, and if other location-aware apps (like Maps) are able to accurately determine your current position?",0.09411764705882353,0.11363636363636362,0.10416666666666664,0.09999999999999999,0.005882352941176464,25,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_077,PowerPoint,85,90,92,95,Is the application attempting to create the PowerPoint object running under a different user account or as a service?,"How is your application launched (e.g., directly from an executable, via a scheduled task, or as part of a larger system/web application)?",Could you provide the specific line of code where you are attempting to create or get the PowerPoint Application object?,0.11999999999999998,0.10738255033557047,0.163265306122449,0.08,-0.03999999999999998,10,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_078,Apps_Windows_10,65,60,55,60,Could you please tell me the name of the specific app that is displaying this error message?,"Can you describe the icon of the app, or does the error message itself provide any text that might indicate the app's name or publisher?","When does this error message appear? For example, does it pop up immediately after you click on a specific icon, or when you try to open a particular type of file?",0.11158798283261802,0.09433962264150944,0.12658227848101267,0.13008130081300812,0.018493317980390098,-5,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_079,Bing_Maps,90,90,80,95,"When you're on Bing Maps, do you see a '...' (More) menu or a specific 'Tools' icon on the map interface?","Are you accessing Bing Maps through a web browser on a desktop/laptop, or are you using a mobile device or a specific Bing Maps app?","Can you describe any specific icons, buttons, or menus you *do* see on the Bing Maps screen, especially near the top, bottom, or sides?",0.18918918918918923,0.14814814814814817,0.1511627906976744,0.13924050632911392,-0.04994868286007531,5,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_080,Bing,85,90,95,98,"When you open these downloaded documents, what program is attempting to open them by default (e.g., Notepad, a web browser, or a specific application like Word or Adobe Reader)?","Are all downloaded documents affected, or only specific types of files (e.g., only PDFs, only Word documents, or a mix of different file types)?","Does this issue only occur with documents you download, or do documents you create yourself or receive via email (without downloading them first) also appear as computer code?",0.12565445026178013,0.1509433962264151,0.15637860082304528,0.15315315315315317,0.027498702891373045,13,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_081,Windows_7,75,80,85,90,"Could you please tell me what type of Windows 7 product key you have (e.g., Retail, OEM from a computer manufacturer, or Volume License)?","Could you please provide the first few sets of characters of your Windows 7 product key (e.g., 'XXXXX-XXXXX-...') so I can help identify its type, or tell me if it came pre-installed on a branded computer?",Do you know the brand and model of the computer you are trying to reinstall Windows 7 on?,0.1614035087719298,0.16058394160583944,0.1784386617100372,0.17454545454545456,0.01314194577352476,15,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_082,PowerPoint,75,85,90,95,"When you insert the audio, are you ensuring it is embedded directly into the presentation rather than linked from an external file?","What is the file format (e.g., .mp3, .wav, .m4a) of the audio instructions you are trying to insert?","When you insert the audio, after you select the audio file from your computer, do you see any additional dialog boxes or options before the audio icon appears on the slide?",0.15,0.17857142857142858,0.14705882352941177,0.15267175572519084,0.0026717557251908497,20,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_083,PowerPoint,95,90,85,98,"Could you clarify if your primary confusion lies in how 'Duplicate' positions the new object relative to the original, or how it interacts with the clipboard compared to 'Copy & Paste'?","Could you describe a specific scenario or sequence of steps where you observe both 'Duplicate' and 'Copy & Paste' producing the exact same result, both in terms of object position and clipboard behavior?","What is your primary goal or typical use case when you need to create a copy of an object or slide? For example, are you trying to arrange objects in a specific pattern, move them to a different slide, or something else?",0.14666666666666667,0.12790697674418605,0.10526315789473685,0.1226993865030675,-0.02396728016359917,3,ALEATORIC,EPISTEMIC,ALEATORIC
msd_084,Bing_Apps,85,90,90,95,"Has your girlfriend already created a Bing Rewards account and started earning points, or has she only installed the app without signing up for the rewards program yet?","Did your girlfriend sign up for Bing Rewards through the Bing app on a mobile device, or via a web browser on a computer?",Do you recall if there was any specific field or prompt to enter a referral code during your girlfriend's sign-up process within the Bing Rewards app that might have been overlooked?,0.14285714285714288,0.1509433962264151,0.12048192771084339,0.17105263157894737,0.028195488721804496,10,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_085,Apps_Windows_10,85,90,90,95,"Are you logged in as an administrator when you try to create a new user, and is the 'Add someone else to this PC' option entirely greyed out or does it show an error message?","Can you check if there are any other user accounts listed on this PC, and if so, do you know the password for any of them that might have administrator rights?","After checking, are there any other user accounts listed on the PC, and if so, do any of them explicitly state 'Administrator' under their name?",0.1437125748502994,0.16374269005847952,0.13636363636363635,0.1282051282051282,-0.015507446645171202,10,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_086,Skype_iOS,75,80,80,90,"After updating your birthday, when you visit account.microsoft.com and sign in with the problematic Skype account, does it *currently* display your correct, adult birthdate in your profile information, and what role do you see yourself listed as under the 'Family' section?","Could you confirm if your Microsoft account is a standard personal account, or is it associated with an organization (e.g., work or school)?","When you try to sign in on your iPhone, what is the *exact* message or prompt you see that indicates you need parental consent?",0.15458937198067632,0.15384615384615385,0.13592233009708737,0.1111111111111111,-0.043478260869565216,15,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_087,Word,75,70,70,90,"What 'Reference type' are you selecting in the 'Insert Cross-reference' window (e.g., Heading, Numbered item, Bookmark)?","When you open the 'Insert Cross-reference' window, what options are listed in the 'Reference type' dropdown menu?","Could you please open the 'Insert Cross-reference' window and tell me exactly what text is displayed in the 'Reference type' dropdown menu (e.g., 'Heading', 'Numbered item', 'Bookmark')?",0.051612903225806445,0.051413881748071974,0.054333764553686936,0.0494148244473342,-0.002198078778472244,15,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_088,Skype_Mac,75,85,90,95,"Are you including the full international dialing code (e.g., +44 for UK, +33 for France) before the local number for all calls, even within the UK?","Have you set up or verified your Caller ID in Skype, or is it currently set to 'hidden' or 'blocked'?","Are you using the latest version of Skype for Mac, and have you tried checking for updates recently?",0.0879120879120879,0.041237113402061855,0.08695652173913043,0.06315789473684211,-0.024754193175245798,20,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_089,Excel,85,90,92,95,Could you confirm if the 'profession' and 'pay grade' values in the cells where the formula is failing are *exactly* identical (including any hidden spaces or character types) to the values in the cells where it's working correctly?,"Where does the data you are pasting into the spreadsheet originate from (e.g., another Excel file, a web page, a text document, a database export)?","When you paste the data into your spreadsheet, do you use a simple Ctrl+V, or do you use 'Paste Special' from the right-click menu or ribbon?",0.15483870967741936,0.1656050955414013,0.14814814814814814,0.13793103448275865,-0.016907675194660715,10,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_090,Apps_Windows_10,75,80,90,95,Could you please tell me the exact name and version of the 'Microsoft Digital suite photo editing software' you are currently using?,What specific problems or error messages are you encountering when trying to use the old software?,"What kind of photo editing tasks do you typically perform, or what features are most important to you in a photo editor?",0.10294117647058823,0.12030075187969926,0.10218978102189781,0.10218978102189781,-0.0007513954486904201,20,EPISTEMIC,EPISTEMIC,ALEATORIC
msd_091,Bing_Apps,90,95,95,100,"Are you looking for a physical 'edit' key on your keyboard, or an 'Edit' button or option within the Bing app or website interface itself?","Could you please tell me where you received the instruction to press an 'edit key' to remove a city (e.g., a specific website, a help document, or from another person)?","Are you accessing Bing Weather through a web browser (like Edge or Chrome) on Bing.com, or are you using a dedicated Bing Weather app on your computer?",0.21250000000000002,0.20270270270270271,0.17105263157894737,0.22516556291390727,0.012665562913907247,10,ALEATORIC,EPISTEMIC,EPISTEMIC
msd_092,Excel,75,70,70,85,"Does this issue occur in all Excel workbooks, including newly created ones, or only in specific existing files?",Could you please create a brand new Excel workbook and confirm if the grid lines are missing in that file too?,"When you launch Excel, before opening any of your existing spreadsheets, do you see grid lines in the default blank workbook that appears?",0.05714285714285714,0.0625,0.046511627906976744,0.0404040404040404,-0.01673881673881674,10,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_093,Excel,75,85,90,95,What specific error message or prompt do you receive in Excel when the data connection fails?,"Have you checked if the website is listed in Internet Explorer's Compatibility View settings, and if so, have you tried removing it?","Did you find the website listed in Internet Explorer's Compatibility View settings, and if so, did removing it resolve the issue when you tried to reconnect in Excel?",0.09815950920245399,0.12269938650306748,0.12048192771084337,0.14814814814814817,0.04998863894569418,20,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_094,PowerPoint,75,75,75,90,Does the file size increase also occur if you apply the same brightness and temperature adjustments to a *single* picture manually using PowerPoint's Picture Format pane?,Could you describe the specific actions or commands your macro executes when changing the brightness and temperature of the pictures?,"What is the original file format of the pictures being inserted into the slides (e.g., JPG, PNG, HEIC) before any adjustments are made?",0.1891891891891892,0.0808080808080808,0.10909090909090909,0.09345794392523364,-0.09573124526395556,15,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_095,PowerPoint,75,75,75,80,Have you tried running PowerPoint XP in compatibility mode for Windows Vista or an earlier version of Windows?,Are there any third-party add-ins or security software installed that might be interfering with PowerPoint XP's functionality on Windows 7?,"Have you tried repairing the Office XP installation through the Control Panel, or reinstalling PowerPoint XP entirely?",0.0808080808080808,0.08247422680412371,0.08988764044943821,0.09009009009009009,0.009282009282009285,5,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_096,PowerPoint,75,85,90,95,"Was this presentation originally created in Office 2008 and then opened or edited in PowerPoint 2016, or was it created entirely within PowerPoint 2016?","When the images were originally added in PowerPoint 2008, were they embedded directly into the presentation file, or were they linked from external image files?","Are all images in the presentation affected by this error, or only a specific subset of them?",0.17142857142857143,0.13888888888888887,0.147239263803681,0.1342281879194631,-0.03720038350910834,20,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_097,Skype_Windows_10,90,95,95,98,"Are you currently signing into Skype with a Microsoft account (e.g., an Outlook.com or Hotmail.com email address) or a legacy Skype Name?","When you sign in at Skype.com, what format is your username? Is it an email address (e.g., someone@example.com) or a unique, non-email name (e.g., live:yourname or just yourname)?","Do you use the same login (username and password) for Skype that you use for other Microsoft services like Outlook.com, Xbox, or OneDrive?",0.1570680628272251,0.1782178217821782,0.16129032258064516,0.18784530386740333,0.030777241040178233,8,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_098,Outlook_Email,65,75,80,95,"Are you certain the Outlook email address you're entering is the exact one you previously registered with these specific sites, and have you double-checked for any typos?","Have you tried using a different email address (if you have one) to log in or recover your account on these sites, just in case you might have used a different one originally?","Can you check your Outlook account settings to confirm the exact primary email address associated with your Outlook account, and also search your inbox for any old emails from USAA or Nextdoor that might show which email address they are sending communications to?",0.1267605633802817,0.15267175572519084,0.10144927536231886,0.10937499999999999,-0.0173855633802817,30,EPISTEMIC,EPISTEMIC,EPISTEMIC
msd_099,Excel,65,85,90,95,"For 'same meaning words,' are you primarily looking to identify entries with minor variations like singular/plural differences, or are you aiming for a broader semantic match involving synonyms or rephrased sentences?","Once these similar titles (exact or with minor variations) are identified, what is your desired outcome? For example, do you want to highlight them, list them separately, or remove duplicates?","When these similar titles are identified, would you prefer to highlight them directly in the sheet, filter them to view only the identified ones, or extract them into a separate list for further review?",0.06172839506172839,0.0839160839160839,0.06944444444444443,0.05555555555555555,-0.006172839506172839,30,ALEATORIC,ALEATORIC,ALEATORIC
msd_100,Bing_Maps,75,85,80,90,"Are you experiencing this issue when using the Bing Maps website directly, or through an application that integrates with the Bing Maps API?","Does your company's application integrate with the Bing Maps API, or does it scrape results directly from the Bing Maps website?",Could you check with your IT or development team to confirm if your company's application uses the Bing Maps API or if it directly accesses and interprets results from the Bing Maps website?,0.1111111111111111,0.125,0.08130081300813008,0.13333333333333333,0.022222222222222227,15,EPISTEMIC,EPISTEMIC,EPISTEMIC
