id,title,category,original_question,preliminary_solution,preliminary_confidence,cq_1,user_response_1,solution_1,confidence_1,cq_2,user_response_2,solution_2,confidence_2,cq_3,user_response_3,final_solution,final_confidence,accepted_answer,provider,model_id,finish_reason,was_blocked
msd_052,Samsung Galaxy tab 3,Bing_Search,"Today when I tried to access internet on my Galaxy tab 3, whatever I typed in a BT ad came up and I could find a way to remove it.  I could reset I suppose but as a last result as I will lose my photos.","1. Open your browser settings and clear its cache, cookies, and browsing history.2. Review your installed apps for any recently added or unfamiliar applications and uninstall them, especially if they seem related to 'BT' or ads.3. Install a reputable anti-malware app from the Google Play Store (e.g., Malwarebytes) and run a full scan to detect and remove any adware.",75,"Does this 'BT ad' appear only when you use a specific browser or app, or does it show up regardless of what you're trying to do online?","I'm not sure about specific browsers or apps since I'm completely computer illiterate. It just pops up whenever I try to access the internet, no matter what I type.","Since the ad appears regardless of the app, the issue is likely system-wide. First, go to your tablet's Settings, then Apps, and uninstall any recently installed or unfamiliar applications. Next, download and run a full scan with a reputable anti-malware app from the Google Play Store, such as Malwarebytes, to remove any persistent adware. Finally, check your Wi-Fi settings to ensure no unusual DNS servers are configured, as this can redirect your internet traffic.",85,"Does this ad appear immediately when you try to connect to the internet, or only after you've opened an app like a web browser?",I'm not sure about web browsers since I'm completely computer illiterate. The ad just pops up whenever I try to access the internet and blocks whatever I type.,"Given the ad appears whenever you try to access the internet and blocks your input, it points to aggressive adware or a network-level issue. First, go to your tablet's Settings > Apps and uninstall any unfamiliar or recently installed applications. Next, run a full scan using a reputable anti-malware app like Malwarebytes from the Google Play Store. Finally, check your Wi-Fi settings for any unusual DNS or proxy configurations that might be redirecting your internet traffic.",90,"When the ad appears, does it cover the entire screen, or does it show up within a specific app you're trying to use, like an email app or a search app?","I'm not sure about that. I just know the ad appears on the screen whenever I try to go on the internet, and it blocks whatever I type.","To resolve the persistent ad blocking your internet access, follow these steps: 1. Go to your tablet's Settings, then Apps, and uninstall any recently installed or unfamiliar applications. 2. Download and run a full scan with a reputable anti-malware app like Malwarebytes from the Google Play Store. 3. Check your Wi-Fi settings for any unusual DNS or proxy configurations. These steps are less drastic than a factory reset and will not delete your photos.",95,"Hello,  You can easily backup your photos to OneDrive when you have a Microsoft Account. http://www.groovypost.com/howto/backup-photos-videos-onedrive-android-ios-windows-phone/  These are the specifications for your tablet.  Your browser is HTML 5.  You should read the user manual for the device. http://www.gsmarena.com/samsung_galaxy_tab_3_7_0-5422.php  Have you contacted BT Support? Would you mind posting a screenshot of the Ad? BT.com Help",gemini,gemini-2.5-flash,STOP,False
msd_053,"your computer appears to be correctly configured, but the device or resource(web proxy) is not responding",Windows_10,"i see this error every time i try to check for updates 'your computer appears to be correctly configured, but the device or resource(web proxy) is not responding' my windows feedback is not working windows store is not installing any updates","1. Open ""Internet Options"" by typing it in the Windows search bar. 2. Go to the ""Connections"" tab and click ""LAN settings."" 3. Uncheck ""Use a proxy server for your LAN"" if it's enabled and you are on a home network. 4. Ensure ""Automatically detect settings"" is checked. 5. Click OK on both windows and restart your computer to apply changes.",85,"Are you connected to a corporate or school network that requires a proxy server, or are you on a home network?",I'm not sure about that.,"Since you're unsure about your network type, let's try resetting network components. This can resolve proxy issues if they are misconfigured or if there's a general network glitch. Open Command Prompt as administrator and run `netsh winhttp reset proxy`, then `netsh winsock reset`, and finally `netsh int ip reset`. After executing these commands, restart your computer to apply the changes and retest for updates.",90,"Are you using a personal computer at home, or is this a device provided by your employer or educational institution?",I'm not sure about that.,"Given the continued uncertainty about your network and device origin, it's crucial to re-verify proxy settings directly. After performing the network resets, open 'Internet Options' again, go to 'Connections' > 'LAN settings'. Ensure 'Automatically detect settings' is checked and 'Use a proxy server for your LAN' is unchecked, unless you are explicitly told by an administrator that a proxy is required. Additionally, consider running a full scan with a reputable antivirus program, as malware can sometimes configure unwanted proxy settings.",80,"Who typically manages the settings and software on this computer – yourself, or an IT department/administrator?",I manage the settings and software on this computer myself.,"Since you manage your own computer, it's highly unlikely a proxy is needed. First, ensure 'Automatically detect settings' is checked and 'Use a proxy server for your LAN' is unchecked in Internet Options > Connections > LAN settings. Next, open Command Prompt as administrator and run `sfc /scannow` to check for corrupted system files. Finally, verify that the 'Windows Update' and 'Background Intelligent Transfer Service' are running in Services (type 'services.msc' in search). Restart your PC after these steps.",95,"Hi,  The error message ""your computer appears to be correctly configured, but the device or resource(web proxy) is not responding"" that you are getting, may have something to do with your profile or with the Windows components of your computer. With that said, we will be performing some troubleshooting steps to isolate the cause of this problem. Before we proceed, kindly answer the following:   In the meantime, we suggest that you download the app troubleshooter on this link and then run it on the computer.   Please post back with the result for further assistance.",gemini,gemini-2.5-flash,STOP,False
msd_054,Skype.exe Application Error,Skype_Windows_Desktop,Recently I am logged out my skype account and a message was displaying that i need to update the application. But after updating skype doesn't start. I have updated the directx and .net framework but nothing is helping me to start the program. Please suggest me a solution.,"Perform a clean reinstallation of Skype. First, uninstall Skype from your computer via ""Apps & Features"" in Windows Settings. Next, delete any remaining Skype folders in %appdata% (e.g., %appdata%\Microsoft\Skype for Desktop). Restart your computer, then download and install the latest version of Skype directly from the official Skype website.",65,Could you please provide the exact error message or code you see when Skype fails to start after the update?,It just pops up a box that says Skype.exe Application Error. There isn't any other code that I can see.,"Given the generic ""Skype.exe Application Error"" without a specific code, a thorough clean reinstallation remains the most effective solution. Ensure you completely uninstall Skype, delete any residual folders in %appdata%, restart your PC, and then download the latest version from the official Skype website. Additionally, consider running a System File Checker (SFC) scan to repair any corrupted Windows system files that might be contributing to the application error.",75,Are you running any third-party antivirus or firewall software that might be blocking Skype from launching after the update?,I'm not sure about that. I haven't checked my antivirus or firewall settings.,"Since you're unsure about antivirus/firewall, temporarily disable any third-party antivirus software and check your Windows Firewall settings to ensure Skype is not being blocked. If Skype still fails to launch, proceed with a clean reinstallation: uninstall Skype, delete residual folders in %appdata%, restart your PC, and then reinstall from the official website. Also, run an SFC scan to check for corrupted system files.",80,Have you checked the Windows Event Viewer for any error logs related to Skype.exe around the time the application error occurs? This might provide more specific details.,I haven't checked that. I'm not really sure what the Windows Event Viewer is or how to find it.,"To resolve the ""Skype.exe Application Error,"" follow these steps:
1. Temporarily disable any third-party antivirus/firewall software.
2. Perform a clean reinstallation: Uninstall Skype, delete residual folders in %appdata%\Microsoft\Skype for Desktop, restart your PC, then reinstall from the official Skype website.
3. Run a System File Checker (SFC) scan by opening Command Prompt as administrator and typing `sfc /scannow` to repair any corrupted Windows system files.",90,"Windows installation on your computer is missing the last 4 years Windows Updates. You need to install all missing/pending Windows updates.   After installing all updates, reboot your computer and try this:  Make sure that Skype is not running on your computer (Quit).   Download all files from this OneDrive site:   https://1drv.ms/f/s!AMmT0APdaW7bgU0   Open Skype installation folder:   C:Program Files (x86)SkypePhone   Paste all the downloaded files to this Skype installation folder.   Try now again to start Skype.",gemini,gemini-2.5-flash,STOP,False
msd_055,I have a data sheet that I need to Fill out - Excel 2010,Excel,"I have a data sheet that I will be filling out often. I am trying to set up the formulas so that when the title or pc of equipment in entered from a drop down list, 3 other cells will automatically populate. Sheet 1 A          |       B        |             C              |          D      | Lift #    |  Serial #    |   Manufacturer    |  Model #   | When I enter info for Column A (116 possibilities currently) from a drop down menu, I want B, C, and D to populate Sheet 2 A          |       B        |             C              |          D      | Lift #    |  Serial #    |   Manufacturer    |  Model #   | --------------------------------------------------------- Lift 1   | 32323232 |  Sunset Blvd         |  32SBGT    | ....and you can multiply this type of information by 116, but the list does grow every year as some equipment is added. I have tried to use Vlookup, If Value, HLookup. I am clearly missing something. Is there a single formula, a multiple formula? Something where this will continue down the entire workbook as at the end of each year, I could literally have well over 10,000 lines and I do need this information to populate. I am not going to be the only one using this document, and I do not want errors from people typing in and misreading documentation Thank you!!","You can achieve this using VLOOKUP formulas. Assuming your master data is on 'Sheet 2' with 'Lift #' in Column A, 'Serial #' in B, 'Manufacturer' in C, and 'Model #' in D:
1. In Sheet 1, for the 'Serial #' cell (e.g., B2), enter: `=VLOOKUP(A2, 'Sheet 2'!A:D, 2, FALSE)`
2. For 'Manufacturer' (e.g., C2), enter: `=VLOOKUP(A2, 'Sheet 2'!A:D, 3, FALSE)`
3. For 'Model #' (e.g., D2), enter: `=VLOOKUP(A2, 'Sheet 2'!A:D, 4, FALSE)`
Drag these formulas down to apply them to all subsequent rows.",90,"Could you confirm the exact sheet name and range where your master equipment data (Lift #, Serial #, Manufacturer, Model #) is stored, and if the dropdown list in Sheet 1, Column A, directly references the 'Lift #' column from that master data sheet?","The master data is on Sheet 2, but I'm not sure about the exact range since the list keeps growing. Yes, the drop-down in Sheet 1 is for the Lift # from that master list.","To accommodate your growing master data list, ensure your VLOOKUP formulas reference entire columns on 'Sheet 2'. For example, in Sheet 1, cell B2, use `=IFERROR(VLOOKUP(A2, 'Sheet 2'!A:D, 2, FALSE), """")`. Apply similar formulas for columns C and D, adjusting the column index (3 and 4 respectively). This setup will dynamically pull data as new entries are added to 'Sheet 2' without needing to update the formula ranges, and `IFERROR` will prevent #N/A errors.",95,"How is the dropdown list in Sheet 1, Column A, currently populated? Is it a static list, or does it dynamically update to reflect new 'Lift #' entries added to your master data on Sheet 2?","I'm not sure about that. I just know there are 116 possibilities in the drop-down right now, and the list grows every year as we add new equipment.","To ensure your dropdown list in Sheet 1, Column A, automatically updates with new equipment, convert your master data on Sheet 2 into an Excel Table (Insert > Table). Then, for your dropdown list source, reference the 'Lift #' column of this table. The VLOOKUP formulas you've already implemented will then correctly pull data for both existing and newly added equipment, as both the dropdown and the VLOOKUP range will dynamically expand.",95,"Could you describe the steps you took to create the dropdown list in Sheet 1, Column A? For example, did you go to Data > Data Validation, and what did you enter in the 'Source' field?","I'm not sure about that. The drop-down list is already set up with the 116 equipment options, but I don't remember the exact steps used to create it.","To ensure your system works seamlessly with growing data:
1. Convert your master data on 'Sheet 2' into an Excel Table (select data, then Insert > Table). Name it, e.g., 'EquipmentData'.
2. Update your dropdown list in Sheet 1, Column A: Go to Data > Data Validation, select 'List' for 'Allow', and for 'Source', enter `=INDIRECT(""EquipmentData[Lift #]"")`.
3. Use these VLOOKUP formulas in Sheet 1, starting from B2: `=IFERROR(VLOOKUP(A2, EquipmentData, 2, FALSE), """")` for Serial #, `=IFERROR(VLOOKUP(A2, EquipmentData, 3, FALSE), """")` for Manufacturer, and `=IFERROR(VLOOKUP(A2, EquipmentData, 4, FALSE), """")` for Model #. Drag these down. This setup will dynamically update everything as new equipment is added.",100,"This VLOOKUP should work then (assuming Sheet 2 is actually called ""Sheet 2"" with a space before the 2. In cell B2, enter this:  =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,2,FALSE),"""")  In C2:   =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,3,FALSE),"""")  And in D2:  =IFERROR(VLOOKUP(A2,'Sheet 2'!A:D,3,FALSE),"""")  The IFERROR function shows a blank in each cell if nothing is picked in the dropdowns in column A.  You'll just need to copy the formulas down the columns.",gemini,gemini-2.5-flash,STOP,False
msd_056,Text Highlight Tool is not present in PowerPoint 2016,PowerPoint,The text highlight tool does not appear on PowerPoint 2016 in my computer so there is no way for me to highlight any relevant text. It however shows up on my laptop (PowerPoint 2016) and appears on my other Office 2016 apps such as Word. Is there a way to get the tool on my Home ribbon? Any help will be appreciated.,"1. Right-click on the PowerPoint ribbon and select ""Customize the Ribbon.""2. In the dialog, ensure ""Home (Tabs)"" is selected on the right.3. Under ""Choose commands from:"", select ""All Commands"" and look for ""Text Highlight Color.""4. If found, add it to a new group on your Home tab. If not, or if this doesn't resolve it, perform an Online Repair of your Office 2016 installation via Control Panel > Programs and Features.",80,Could you confirm if you've customized the ribbon in PowerPoint 2016 on the computer where the Text Highlight Tool is missing?,I'm not sure about that. I haven't checked.,"Please begin by checking your PowerPoint ribbon customization. Right-click on the ribbon, select 'Customize the Ribbon,' and look for 'Text Highlight Color' under 'All Commands.' If you find it, add it to a new group on your Home tab. If the tool is not listed or adding it doesn't make it appear, then proceed with an Online Repair of your Office 2016 installation via Control Panel > Programs and Features.",85,"After checking the 'Customize the Ribbon' options, did you find 'Text Highlight Color' listed under 'All Commands'?",I haven't checked. I only looked at the Home ribbon where it usually is.,"Please start by explicitly checking the 'Customize the Ribbon' options. Right-click on the PowerPoint ribbon, select 'Customize the Ribbon,' and then under 'Choose commands from:' select 'All Commands.' Carefully look for 'Text Highlight Color' in that list. If you find it, add it to a new group on your Home tab. If it's not listed there, or if adding it doesn't resolve the issue, then proceed with an Online Repair of your Office 2016 installation.",85,Could you please perform the 'Customize the Ribbon' check as described and let me know if 'Text Highlight Color' appears in the 'All Commands' list?,I haven't checked. I'm not sure about that.,"Since checking ribbon customization hasn't been performed, the most effective solution is to repair your Office 2016 installation. Go to Control Panel > Programs and Features, find Microsoft Office 2016, right-click, and select 'Change' then 'Online Repair.' This will reinstall any missing components, including the Text Highlight Tool.",90,Text Highlighting has been possible in WORD for a very long time but it was only added to PPT in the latest Subscription version.,gemini,gemini-2.5-flash,STOP,False
msd_057,Outlook 2013 program is missing the normal window border.,Word,"How do you add the window border back to the Outlook program so it's easier to adjust the size of the window. Right now the border width is so tiny I have to hover back and forth to find the sweet spot to adjust it. Excel has the same program, no border! I want the same size border as an internet window or a folder window. About 1/8"".","This sounds like a system-wide display setting. Try adjusting the window border thickness through Windows Personalization settings. Right-click on your desktop, select 'Personalize', then 'Window Color' (or 'Colors' depending on your Windows version), and look for 'Advanced appearance settings'. From there, you should be able to find an option to adjust the 'Border Padding' or 'Active Window Border' size.",75,Does this thin border issue affect other non-Microsoft Office applications or only Outlook and Excel?,"It seems to only affect my Office programs, including Word and PowerPoint too. My internet browser and regular folder windows still have normal-sized borders.","Since the thin border issue is specific to Office programs, the problem is likely related to Office display settings or installation. First, try disabling hardware graphics acceleration within an Office application (File > Options > Advanced > Display). If that doesn't resolve it, ensure Office 2013 is fully updated. As a last resort, consider performing an online repair of your Office installation via the Control Panel to fix any corrupted files.",85,"Has this thin border issue always been present in your Office programs, or did it start recently after a specific update or software installation?",It hasn't always been like this. It started right after my computer was updated to Windows 7 and Office 2013.,"Given the issue started immediately after upgrading to Windows 7 and Office 2013, it's highly probable that display drivers or compatibility settings are at fault. Ensure your graphics drivers are fully updated for Windows 7. Also, check Office display options for any scaling settings that might be misinterpreting the window borders. If the problem persists, an online repair of Office 2013 remains a strong recommendation to address any potential installation inconsistencies from the upgrade.",90,Have you checked for and installed the latest display/graphics drivers specifically compatible with Windows 7 since the upgrade?,I haven't checked. I'm not really sure what display drivers are or how to update them.,"The most likely cause is outdated display drivers. To update them: 1. Go to Device Manager (search in Start Menu). 2. Expand 'Display adapters', right-click your graphics card, and select 'Update driver software'. Choose 'Search automatically for updated driver software'. If that doesn't work, visit your computer manufacturer's website for Windows 7 compatible drivers. If the issue persists, try disabling hardware graphics acceleration in Office (File > Options > Advanced > Display) and perform an online repair of Office 2013 via Control Panel.",95,"This is apparently a feature, not a bug.  Please see these two articles.  https://excel.uservoice.com/forums/304921-excel-for-windows-desktop-application/suggestions/9334494-can-you-please-give-us-back-a-window-border-on-off  https://support.microsoft.com/en-us/help/2821007/how-to-disable-shadow-hwnds-in-office-2013-applications   I'm also moving your question to the Office forum, where Office experts may perhaps be aware of a method to deal with this issue.",gemini,gemini-2.5-flash,STOP,False
msd_058,Switch to new tabs in Edge,Apps_Windows_10,IE contains an option to switch to newly created tabs.  I always browse with this option on (why would you create a new tab an not want to look at it?).  How can I do the same in Edge? PS - could not find a category for Edge in the classification options. ***Post moved by the moderator to the appropriate forum category.***,"1. Open Microsoft Edge Settings (click the three dots menu in the top right, then 'Settings'). 2. In the left-hand menu, select 'Appearance'. 3. Scroll down to the 'Customize toolbar' section. 4. Look for an option like 'Open new tabs in the foreground' or 'Switch to new tabs immediately' and ensure it is enabled.",85,"Are you opening new tabs by clicking links (e.g., right-click 'Open link in new tab') or by using the '+' button/Ctrl+T?",I am opening them by right-clicking links and choosing to open them in a new tab. I usually do this from my search results page.,"Since you are opening new tabs by right-clicking links and selecting ""Open link in new tab,"" the setting to switch to these tabs immediately is crucial. Navigate to Edge Settings > Appearance, and look for an option related to ""Open new tabs in the foreground"" or ""Switch to new tabs immediately."" Ensure this setting is enabled to automatically focus on newly opened tabs from links.",90,"When you right-click a link and choose ""Open link in new tab,"" does the new tab open in the background, or does it not open at all?",The new tab does open in the background. It just leaves me looking at my current page instead of switching me over to the new one.,"Given that new tabs are opening in the background, the primary solution is to enable the setting that forces Edge to switch to new tabs immediately. Go to Edge Settings, then navigate to 'Appearance'. Look for an option like 'Open new tabs in the foreground' or 'Switch to new tabs immediately' and ensure it is toggled on. This should resolve the issue of new tabs opening in the background when clicked from links.",95,Have you been able to locate and enable the 'Open new tabs in the foreground' or similar setting within Edge's Appearance settings?,"No, I haven't been able to find that setting. I looked around for an option like the one Internet Explorer has, but I couldn't find it anywhere in Edge.","It appears that Microsoft Edge does not have a direct setting to automatically switch to new tabs opened via 'Right-click > Open link in new tab,' as this action typically opens tabs in the background. To achieve your desired behavior, use **Ctrl + Shift + Click** on a link to open it in a new tab and immediately switch to it. Alternatively, after right-clicking and opening a link in a new background tab, press **Ctrl + Tab** to quickly switch to the newly opened tab.",98,"Thank you for clarifying. What you can do is to hold Ctrl + Shift and click on the link and it will automatically switch to the new tab.  Having this option is a good idea, we suggest that you submit your query using the Feedback Hub on this link. We consider suggestions and comments provided by our users. These feedback are being collated, reviewed, and can be considered for future updates.  Let us know if you need further assistance.",gemini,gemini-2.5-flash,STOP,False
msd_059,Linking cells in a table across multiple worksheets,Excel,"So I have an excel document that has 100+ worksheets in it. We use this to list all of the various materials that we need to purchase for a project. For example, if we are using 5 different sizes of screws, we would list all of these out and then have a total quantity needed cell beside it.  Most of these sheets are identically set up in the same manner, with the exception that the name of the sheet is different and the various quantities will vary on each sheet. On our main page (Master BOM), we type out all of the different items and then we go onto the various worksheets (UNIT NAMES) that use those products. On these pages we type the quantity we need and we have it set up to where all of these sheet quantities are totaled on the Master BOM sheet. What I am now trying to do is create another sheet that lists the names of all of the worksheets and then beside these names list the total number of units being made. For example, if we are building 3 different sized boxes named Box A, Box B, and Box C, and we are ordering 2,4, & 6, respectively, I have a cell labeled Box A and the cell beside it has a quantity of 2 in it. Make sense? So I have my list completely done and the quantities listed beside them. What I am needing to do is have that corresponding quantity automatically link to the worksheet for that particular unit. So using my example above, I have Box A listed with 2 quantities. I want that 2 (or whatever number I have to update it to) to automatically link to the worksheet that I have for Box A (and yes the worksheet is labeled as Box A already). Is there a way to do this without me having to go through every single sheet and type that it is equal to a certain cell? I do have Kutools if that helps.","1. On your 'Unit Quantities' sheet, ensure column A contains the exact names of your unit worksheets (e.g., 'Box A', 'Box B') and column B contains their respective quantities.2. Go to the first unit worksheet (e.g., 'Box A').3. In the cell where you want the total quantity to appear (e.g., A1), enter the following formula: `=VLOOKUP(RIGHT(CELL(""filename"",A1),LEN(CELL(""filename"",A1))-FIND(""]"",CELL(""filename"",A1))),'Unit Quantities'!A:B,2,FALSE)`.4. Copy this formula, then select all other unit worksheets (click the first sheet tab, then hold Shift and click the last sheet tab), and paste the formula into the *same cell* on all selected sheets. This will dynamically pull the correct quantity for each sheet.",90,"What specific cell (e.g., A1, B5) on each individual unit worksheet (like 'Box A' or 'Box B') should display the total number of units?","I'm not sure about that. I didn't write down the exact cell letter and number, but you can see how it's set up in the sample file I shared.","Since the exact cell for the total quantity on each unit worksheet is not specified, you can choose any suitable cell (e.g., A1 or B1) on each unit sheet. The formula `=VLOOKUP(RIGHT(CELL(""filename"",A1),LEN(CELL(""filename"",A1))-FIND(""]"",CELL(""filename"",A1))),'Unit Quantities'!A:B,2,FALSE)` should be entered into your chosen cell on the first unit sheet. Then, copy this cell, select all other unit worksheets, and paste it into the *same chosen cell* on those sheets. This will dynamically link the total quantity from your 'Unit Quantities' sheet to the corresponding unit worksheet.",80,"On your individual unit worksheets (e.g., 'Box A'), is there a specific area or an existing label where you would prefer this total number of units to be displayed?",I'm not sure about that. I just know I need a specific cell on each individual sheet to automatically match the quantity on the summary sheet so I don't have to do it manually.,"Since you don't have a specific cell in mind, you can choose any empty cell on your first unit worksheet (e.g., A1, B1, or C1) to display the total quantity. Enter the provided VLOOKUP formula into that chosen cell. Then, copy this cell, select all other unit worksheets, and paste it into the *exact same cell* on each of those sheets. This method ensures the quantity from your 'Unit Quantities' sheet automatically links to the corresponding unit worksheet without manual entry.",75,"Are there any cells on your individual unit worksheets (e.g., 'Box A') that are already populated with critical data in the top-left corner (e.g., A1, B1, C1) that we should avoid placing this linked quantity in?",I'm not sure about that. I haven't checked.,"1. On your 'Unit Quantities' sheet, ensure column A contains exact worksheet names (e.g., 'Box A') and column B has their quantities. 2. On your first unit worksheet (e.g., 'Box A'), choose an empty cell (e.g., A1 or B1) to display the total quantity. 3. Enter this formula into that chosen cell: `=VLOOKUP(RIGHT(CELL(""filename"",A1),LEN(CELL(""filename"",A1))-FIND(""]"",CELL(""filename"",A1))),'Unit Quantities'!A:B,2,FALSE)`. 4. Copy this cell, then select all other unit worksheets (click first sheet tab, hold Shift, click last sheet tab), and paste into the *same chosen cell* on all selected sheets. This will automatically link the quantities.",95,"That's great The snip shows the formula to use Note depending on what is in Takeoff you will need to adjust the range: =VLOOKUP(D2,Takeoff!B4:C20,2,FALSE)  With lots of worksheets it would be a chore do enter a formula in everyone. The trick is to group the worksheets first: 1) click on the BoxA tab 2)Hold down SHIFT and click on thtab of the last worksheet needing the formula; the tabs will now all be bright. 3)Type the formula; each worksheet will get a copy 4) Right click the tab of BoxA and select Ungroup   Hope this gets you on the right road",gemini,gemini-2.5-flash,STOP,False
msd_060,Audio Skype Android,Skype_Android,Hi. Recently on my Samsung Galaxy S6 when i use my microphone people dont hear my voice. But when i connect my micrphone to my laptop they can hear me. What I should do to solve that? A quick answer would be awesome.,"1. Go to your phone's Settings > Apps > Skype > Permissions and ensure ""Microphone"" is enabled. 2. Clear Skype's cache and data by going to Settings > Apps > Skype > Storage, then select ""Clear Cache"" and ""Clear Data."" 3. Restart your Samsung Galaxy S6. 4. If the problem continues, uninstall and then reinstall the Skype app from the Google Play Store.",75,"Does the microphone work correctly for other applications on your Samsung Galaxy S6, such as voice recorders or other calling apps?","I haven't checked that. I only know the headphones work for listening to things like YouTube on my phone, but I haven't tried the microphone on any other phone apps.","Since you haven't tested the microphone with other apps on your phone, please first try using your Samsung Galaxy S6's built-in voice recorder app or another calling application to confirm if the microphone captures your voice. If it works, then proceed with checking Skype's microphone permissions, clearing its cache and data, and finally reinstalling the Skype app. If the microphone doesn't work with other apps, the issue may be device-related.",80,Could you please test the microphone using your phone's built-in voice recorder app or another calling app to see if it captures your voice?,I haven't checked. I'm not sure about that.,"To effectively troubleshoot, it's essential to first confirm if your microphone works with any other application on your Samsung Galaxy S6. If it does, then proceed with checking Skype's microphone permissions, clearing its cache and data, and reinstalling the app. If the microphone fails to work with other apps as well, the issue likely lies with your phone's hardware or system settings, indicating a broader device problem rather than just Skype.",80,"Have you ever successfully used the microphone on your Samsung Galaxy S6 for any purpose other than Skype, such as recording a voice note or making a regular phone call?",I haven't checked. I'm not sure about using it for regular phone calls or voice notes.,"To resolve your issue, first, test your microphone with another app on your Samsung Galaxy S6, like the built-in voice recorder or a regular phone call. If it works, then proceed with these steps for Skype: 1. Go to Settings > Apps > Skype > Permissions and enable Microphone. 2. Clear Skype's cache and data (Settings > Apps > Skype > Storage). 3. Reinstall Skype. If the microphone doesn't work with any app, the issue is likely with your phone's hardware.",85,"Hello DeborahLow,  Thank you for the follow up.  I already send a private message at your inbox here in Skype Community, let us continue our conversation there, so that we can further assist you.  Thanks.  Regards,",gemini,gemini-2.5-flash,STOP,False
msd_061,Convert picture to drawing,PowerPoint,"I have a jpg of a caricature drawing, and I would like to convert it back to a drawing.  I remember doing this some time ago (probably an earlier version of PowerPoint), but I can't seem to remember how in Office 2010.  I thought it was ""Edit Drawing"" ""Edit points"", or something, but I can't find the command now.  Can anyone remind me how this is done in Office 2010?  I also have 2013 if necessary. Thanks,","PowerPoint does not have a built-in feature to convert a standard JPG image directly into an editable drawing with points. The ""Ungroup"" or ""Convert to Shape"" functionality you recall typically applies to vector image formats (like WMF or EMF files). If your image is a vector file, insert it, then select it and go to Picture Tools Format > Ungroup (you may need to click it twice). If it's a JPG, you would need to manually trace it using PowerPoint's drawing tools or use an external vectorization program.",85,"Was the original caricature drawing you previously converted to an editable drawing in PowerPoint a JPG file, or was it a different image format like a WMF or EMF?","I'm not sure about that. I just remember using those commands in an older version of PowerPoint. The picture I'm trying to change right now is definitely a JPG, though.","Since your current image is a JPG, PowerPoint cannot directly convert it into an editable drawing with points. The ""Edit Drawing"" and ""Edit Points"" commands you recall are typically used for vector image formats (like WMF or EMF files), which can be ungrouped into editable shapes. For your JPG, you would need to manually trace the caricature using PowerPoint's drawing tools or utilize an external vectorization program to achieve an editable drawing.",90,What specific modifications or edits do you intend to make to the caricature once it's converted to a drawing?,I'm not sure about that. I just know my main goal is to turn the picture into line art.,"Since your goal is to turn the JPG into line art, PowerPoint doesn't offer a direct conversion for this. You can, however, apply artistic effects to the JPG to give it a line drawing appearance. For truly editable line art, you would need to manually trace the caricature using PowerPoint's drawing tools (shapes, freeform lines) or use an external program to convert the JPG to a vector format before importing it into PowerPoint.",95,"Are you looking for a quick visual effect that resembles line art, or do you need the image to be composed of editable lines and shapes within PowerPoint?",I think I need it to be editable lines and shapes. I was looking for the 'Edit points' tool that I used in an older version so I could actually change the drawing.,"To achieve editable lines and shapes from your JPG in PowerPoint, direct conversion using 'Edit Points' is not possible. The 'Edit Points' tool works on shapes created within PowerPoint or imported vector files. Your best options are: 1. Manually trace the caricature using PowerPoint's 'Freeform' or 'Curve' tools. The resulting shapes will be fully editable with 'Edit Points'. 2. Use an external vectorization program to convert the JPG to a vector format (like EMF or WMF), then insert it into PowerPoint. Some vector formats can be ungrouped into editable shapes.",98,PowerPoint's never been able to convert raster images (like your JPG) to vector.   Raster = a collection of variously colored dots that happen to look like a picture Vector = mathematically defined lines/text/shapes that make up a picture  PowerPoint and many other programs can convert vector graphics to raster but it takes a tracing program to go the other way.  PowerPoint doesn't do it ... sorry.,gemini,gemini-2.5-flash,STOP,False
